,Headlines,Date
187,Bank credit rises 6.11% in fortnight ended July 30: RBI data. ,2021-08-12
188,HDFC Bank plans hiring 500 executives to expand MSME vertical. Bharat ATM to add 20 lakh outlets by 2022; to offer banking services in rural areas. RBI to penalise banks for failing to timely replenish currency notes in ATMs from Oct 1. ,2021-08-10
189,Indian bankers in talks as SC's verdicts threaten over $6 bn in loans. ,2021-08-09
190,IDBI Bank strategic sale: 7 firms bid for transaction advisor. ,2021-08-08
191,"City Union Bank Q1 results: Net profit jumps 12% at Rs 173 cr on lower provisioning. Yes Bank board approves Rana Kapoor's prosecution. Bank of Baroda back in black in Q1; net profit up at Rs 1,209 cr, NII rises 16%. ",2021-08-07
192,"SBI Q1 net profit rises 55% to Rs 6,504 cr, NII up 3.7%. SBI's retail asset quality deteriorates amid pandemic, SME segment worst hit. Avoid window dressing bad debt by parking NPAs with ARCs: Parliament panel to banks. ",2021-08-04
193,"RBI slaps Rs 50.35 lakh penalty on Janalaxmi Co-operative Bank. IndusInd Bank gets empanelled as Agency Bank to RBI. Bank of India Q1 net profit falls 15% to Rs 720 crore, NII declines 9.7%. Standard Chartered pretax profit jumps 57% in H1, announces $250 mn buyback. ",2021-08-03
194,"SBI waives off home loan processing fees till August 31. Bank holidays in August 2021: Check out full list. RBL Bank posts loss of Rs 459 cr in Q1, net NPA rises to 2.01%. PNB Q1 result: Profit rises to Rs 1,023.5 cr; net NPA up 5.73%. ",2021-08-02
195,"Banks engage global cos to enhance online security infra amid rising cyber attacks. Bandhan Bank Q1 profit falls 32% as provisions for bad loan rise. RBI's MPC may keep policy rates unchanged in August: DBS. Salary, pension, EMI payment rules to change from Aug 1; check out details. No processing fees for SBI home loans till Aug 31; check out details. ",2021-07-31
196,Mastercard submits new audit report to RBI after ban over violation of data storage rules. Bandhan Bank Q1 profit slumps 32.1% to Rs 373.1 cr; income up 16.7%. ,2021-07-30
197,"Paytm Payments Bank surpasses 1 crore FASTags mark. Digital payments grew 30.2% in FY21, says RBI. RBI cancels licence of Goa-based The Madgaum Urban Cooperative Bank; bars it from conducting ‘banking’ operations. SBI's Mudra loan NPAs jump to 23% despite Covid restructuring package, collateral-free guarantee. Covid-19 has brought everlasting changes in ways consumers, businesses function: Uday Kotak. LIC Cards Services, IDBI Bank launch RuPay credit cards Lumine, Eclat: check out full details. ",2021-07-29
198,"Nearly Rs 49,000 cr lying unclaimed with banks, insurers: Minister Bhagwat Karad. SBI introduces 'SIM binding' feature for more secure transactions; all you need to know. Good news for PMC, LVB, Yes Bank customers; Cabinet clears amendments to DICGC Act. Cabinet approves bill to settle depositors' claim in 90 days in case of bank collapse. Cooperative banks' depositors to be biggest beneficiaries of DICGC Bill, 2021. ",2021-07-28
199,"Bank NPAs drop to Rs 8.34 lakh cr at March-end 2021: Govt. IndusInd Bank net profit almost doubles to Rs 1,016 cr in Apr-Jun. ",2021-07-27
200,"Kotak Mahindra Bank Q1 profit jumps 32% to Rs 1,642 crore. Kotak Mahindra Bank Q1 profit jumps 32% to Rs 1,642 cr; net interest income up 5.8%. Axis Bank Q1 results: Net profit rises 94% to Rs 2,160 cr, NII up 11%. Bank NPAs reduce to Rs 8.34 lakh crore at March-end 2021: MoS finance. How is CBDC different from private virtual currencies? RBI explains. ",2021-07-26
201,"RBI update: Salary, pension, EMI payment rules to change from Aug 1; check out details. HDFC Bank's Puri highest paid banker in FY21, ICICI Bank's Bakhshi forgoes salary in COVID year. Finance Ministry recommends extension of tenure of chiefs of 3 PSBs. ",2021-07-25
202,"ICICI Bank net profit jumps 78% to Rs 4,616 cr in Apr-Jun. ",2021-07-24
203,Citigroup elevates Rahul Saraf as head of Indian investment banking. Over 13 lakh MSME loan accounts restructured by public banks: Minister Narayan Rane. SBI Cards Q1 results: Net profit falls 22% to Rs 305 cr as bad loans rise. Yes Bank net profit zooms 355% to Rs 207 cr in Apr-Jun. ,2021-07-23
204,IDFC can now exit as promoter of IDFC First Bank. ,2021-07-22
205,"Central banks, wealth funds going greener and more activist: ESG survey. ",2021-07-21
206,"HDFC Securities to create discount broking architecture to compete with Zerodha, other firms. 'Steer clear': SBI alerts customers against phishing attacks. SBI, HDFC Bank move SC against disclosing information under RTI. ",2021-07-19
207,Banks will remain closed in these cities for next 3 days; check out details. ,2021-07-18
208,"NPA reduction for PSBs due to write-offs at Rs 1,31,894 cr in FY21: RTI. Central Bank to seek shareholders' approval to set off loss of Rs 18,724 cr. HDFC Bank results: Q1 net profit up 16% at Rs 7,730 cr, total income jumps 6.7%. Complied with 85% of tech demands, RBI to take call on lifting ban: HDFC Bank's Jagdishan. ",2021-07-17
209,"Bank credit grows 6.08%; deposits up by 9.76%: RBI. SBI online services, YONO, net banking, UPI to be down for 2.5 hrs today. ",2021-07-16
210,"RBL Bank signs up Visa post RBI's ban on Mastercard. Mastercard ban: RBL Bank, Bajaj Finserv, Yes Bank most impacted. RBI's take on what's coming in the way of transmission of interest rate cuts. India's Mastercard ban to hit banks' card operations, revenue, income. ",2021-07-15
211,RBI bars Mastercard from onboarding new customers due to violation of data storage rules. Mastercard on your debit or credit card? There's nothing to worry. ,2021-07-14
212,Bank of England calls for crack down on 'secretive' cloud computing services. ,2021-07-13
213,Granted approval to establish small finance bank to take over PMC Bank: RBI to HC. Jana Small Finance Bank gets Sebi's nod to float IPO. Pandemic risk finds a place in banks' risk management architecture. ,2021-07-12
214,"Centre extends deadline for transaction, legal advisors to bid for managing IDBI Bank sale. ",2021-07-11
215,Equitas Holdings to merge company with its small finance bank. ,2021-07-10
216,Chinese hackers targeting SBI customers by sending malicious links. Bank employees working in sensitive positions to get surprise leaves of at least 10 days. ,2021-07-09
217,"Bad loans of Indian banks to peak after FY23, says Fitch. RBI imposes monetary penalties on SBI, Bank of Baroda, 12 other banks. ",2021-07-07
218,Large banks with robust balance sheet to grow faster: Axis Bank CEO. NHB imposes Rs 4.75 lakh fine on HDFC for technical non-compliance. ,2021-07-06
219,HDFC Bank's aggregate advances grow 14.4% to Rs 11.47 lakh crore in June quarter. ,2021-07-05
220,"RBI should not print money to finance fiscal deficit: Pinaki Chakraborty. Airtel Payments Bank sees surge in business volumes, hopes to break-even in FY22. ",2021-07-04
221,"SBI customers alert! Banking services unavailable on July 4; check out timings, other details. RBI imposes Rs 25 lakh penalty on Punjab and Sind Bank. ",2021-07-03
222,Banks' gross NPAs may reach 9.8% by Mar 2022 from 7.4% a year ago: RBI. RBI warning: Tech giants' growth poses financial stability risk. ,2021-07-02
223,"Bank holidays 2021: Here's list of days when banks will remain closed. TDS to SBI ATM rules, Axis Bank charges: Check details. PNB scam: ED recovers Rs 17 cr from Nirav Modi's sister Purvi Modi. ",2021-07-01
224,RBI imposes penalties on four cooperative banks for non-compliance. Credit growth to industrial sector remained negative during FY21 due to COVID-19 crisis: RBI. ,2021-06-30
225,SBI to charge for cash withdrawal after four transactions in a month from July 1. ,2021-06-29
226,RBI searches for entity to develop multimedia publicity material for its awareness campaign. ,2021-06-27
227,PNB Housing Finance shareholders okay appointments. ,2021-06-26
228,"Bank of Maharashtra looks to raise up to Rs 2,000 cr through QIP. Axis Bank may up stake in Max Life over next 12-18 months. SBI internet banking, UPI services unavailable today; check out timings, other details. ",2021-06-13
229,"SBI introduces changes to ATM cash withdrawal, cheque books charges from July 1; Check out details. ",2021-06-25
230,'Redoubled efforts to fix issue': HDFC Bank CEO apologises for tech outages. RBI allows jewellers to repay part of gold loan with physical gold. ,2021-06-24
231,"HDFC Life announces Rs 2,180 crore bonus. ",2021-06-23
232,HFDC Bank to hire 500 people as part of efforts to improve IT infra. ,2021-06-22
233,"SBI Customers Alert! Internet banking services will be affected today; check out timings, other details. ",2021-06-19
234,RBI allows Centrum to set up small finance bank; PMC Bank takeover. ,2021-06-18
235,"ICICI Bank raises Rs 2,827 crore by issuing bonds. ",2021-06-16
236,Bank of Baroda to offer flexible working model to employees. ,2021-06-15
237,Paytm users can now book COVID-19 vaccine appointments on app; check out details. ,2021-06-14
238,SBI launches 'Kavach' personal loan scheme of up to Rs 5 lakh for COVID patients. IDBI Bank account holders to only get 20 free cheque leaves per year from July 1. ,2021-06-11
239,"Yes Bank fraud case: CBI books industrialist Gautam Thapar. Yes Bank board approves plan to raise Rs 10,000 cr via debt. ",2021-06-10
240,"PNB to pick stake in NARCL, looks to transfer Rs 8,000 cr NPAs. Bank of Baroda board approves setting off Rs 11,048 cr loss against share premium account. IndusInd Bank to reduce carbon emissions by 50% in 4 yrs, up climate financing. PNB expects three-fold jump in profit to Rs 6,000 crore in FY22. Equitas SFB collection efficiency falls to 78% in May. ",2021-06-05
241,"SBI asks customers to link PAN, Aadhaar till June 30 to avail online banking, other services. ",2021-06-02
242,"IDBI Bank secures $239 mn debt judgement in UK High Court. SBI-led banks can now sell Vijay Mallya's properties, shares worth Rs 5,646 cr. ",2021-06-03
243,COVID aid: RBI permits loan recast of up to Rs 50 cr under resolution framework 2.0. HDFC Bank retracts advisory on cryptocurrency after RBI circular. ,2021-06-04
244,"Union Bank Q4 results: Profit after tax recorded at Rs 1,330 cr. RBI slaps Rs 6 cr fine on Bank of India, PNB for contravention of norms. Hopeful of coming out of PCA framework soon: UCO Bank MD. ",2021-06-07
245,"Higher interest rates, new schemes for bank customers with at least one vaccine dose. ",2021-06-08
246,Bank of Baroda to sell 46 NPA accounts to recover dues worth Rs 597 cr. SBI gets a foot in door of accounts aggregator biz with Cashfree. ,2021-06-09
247,Bank holidays in June 2021: Check out full list. ,2021-05-31
248,"COVID-19 impact: Banks initiate process of restructuring loans up to Rs 25 cr. Dhanlaxmi Bank Q4 results: PAT doubles to Rs 5 crore. Central Bank allots over 280 crore preferential shares to Centre for capital infusion. Kotak Mahindra Bank board gives nod to proposal to raise Rs 5,000 crore via debt. ",2021-05-30
249,RBI fines HDFC Bank Rs 10 crore over regulatory violations. ,2021-05-29
250,City Union Bank net profit grows 24% to Rs 592.82 crore in FY21. SBI customers can update their KYC without visiting branch office; here's how. ,2021-05-28
251,"Amid muted credit growth, COVID, big banks find their niche in corporate banking. ",2021-05-27
252,HDFC Bank introduces Mobile ATM in Bengaluru to assist customers amid COVID-19 curbs. ,2021-05-26
253,"SBI changes rules for cash withdrawal from ATMs, branches; here's what you need to know. ",2021-05-25
254,Axis Bank to reclassify 3 promoters as public shareholders post regulatory approvals. COVID-19 second wave: Barclays announces support measures for employees in India. SBI customers alert! Internet banking services to be unavailable till May 23. ,2021-05-22
255,"SBI writes off bad loans worth Rs 52,758 crore in 4 years, Rs 17,590 crore in FY21. SBI Q4 Results: Net profit rises 81% YoY to Rs 6,451 crore. Big victory for banks! SC upholds IBC rule, says personal guarantors liable for corporate debt. SBI Q4 result today: What to expect?. Amid Bitcoin chaos, Paytm Payments Bank aborts cryptocurrency exchanges. ",2021-05-21
256,"More COVID-hit businesses may need loan restructuring: Banks to RBI. SBI changes rules, timings amid second COVID-19 wave; all you need to know. Paytm, PhonePe, Google Pay, other mobile wallets to be interoperable from April 2022. ",2021-05-20
257,RBI under pressure from BFSI industry to defer new auditors' norms for a year. ,2021-05-18
258,"SBI's YONO to offer fast tracked two-wheeler loans, express credit. ",2021-05-17
259,SBI to offload three NPA accounts next month for recovery of over Rs 235 crore. ,2021-05-16
