,Headlines,Date
572,FM sets Oct 15 deadline for central PSUs to clear overdue payments. Lakshmi Vilas Bank under PCA framework. ,2019-09-29
573,"PMC Bank exposure to HDIL is Rs 2.5K cr, almost 30% of the total loan book. FIR against Lakshmi Vilas Bank, directors for `794-cr deposit loan ‘adjustment’. ",2019-09-28
574,"RBI liquidity panel proposes call rate as the target rate. RBI Officers Society has Rs 105 crore fixed deposits in PMC Bank. PMC 24th co-op bank to face RBI action since January. PMC Bank customers can now withdraw up to Rs 10,000. Behind PMC Bank collapse: Its close links with HDIL promoters. ",2019-09-27
575,"RBI puts curbs on PMC Bank, restricts withdrawal to Rs 1,000 per account; chaos at branches. Fake: RBI, govt refute social media rumours on bank closures. FE Best Banks Awards: Winners who took challenges in their stride. Relief for PMC bank customers as RBI raises cash withdrawal limit to Rs 10,000. What are withdrawal limits in different types of SBI debit cards?. ",2019-09-26
576,SBI to link mid-sized loans to repo rate from October 1. Bank unions defer two-day strike after Finance Secretary’s assurance. ,2019-09-24
577,How the public bank mergers could affect you. ,2019-09-23
578,Will augur extremely well for economy: Das on corporate tax cut. ,2019-09-21
579,"To bring new customers, camps in 400 districts for easy loans. Yes Bank shares bounce back; zoom over 8 per cent. Banks to now pay Rs 100 per day penalty for not resolving ‘failed’ transaction issues. ",2019-09-20
580,Allahabad Bank board approves merger with Indian Bank. ,2019-09-16
581,"Financial exclusion: 40.9 per cent of small, marginal farmers not covered by banks. ",2019-09-15
582,"Replace interest subvention scheme with Direct Benefit Transfer, avoid loan waivers: RBI panel. ‘On tap’ licence regime: RBI proposes `200 cr capital for small finance banks. SBI wants to be lead-bank for Ladakh; opens 14th branch. ",2019-09-14
583,State-owned banks step up NPA sale to ARCs to clean balance sheet. Banks should use IBC only if other mechanisms fail: Govt. SBI to sell up to 4.5% stake in life insurance firm. ,2019-09-12
584,"Vinod Rai backs PSB merger, calls it ‘good move’ by govt. RBI panel: Liquidity crisis a blip for HFCs; long-term growth still intact. ",2019-09-11
585,"SBI cuts FD rates by 20-25 bps, MCLR by 10 bps. ",2019-09-10
586,"Repo-linked loans: Cheaper now for borrowers, but rate hike cycle may turn up heat. Ahead of festivals, SBI again cuts lending rates by 10 bps. ",2019-09-09
587,SBI sought issuance of 147 Look Out Circulars in last five month: RTI. ,2019-09-08
588,RBI to Bombay HC: App to help visually impaired identify currency notes. ,2019-09-06
589,Ratings of three PSU insurers downgraded. RBI makes it mandatory for banks to link loans to Repo rate. ,2019-09-05
590,"Cabinet approval: Battling steep losses, IDBI Bank to get  Rs 4,557 crore from govt. ",2019-09-04
591,"IDBI bank to be recapitalised with infusion of Rs 9000 crore from govt, LIC. ",2019-09-03
592,"FM announces Public Sector Banks merger: PNB, OBC, United Bank to become 2nd largest after SBI. Big bank reform: 10 merged into four for scale and growth. Two per cent TDS on cash withdrawals exceeding Rs 1 crore from today. PSBs consolidation building block for $5 trillion economy: Finance secretary Rajiv Kumar. ",2019-09-01
593,"Good move but bad timing: experts on bank merger. Bigger banks have more ability to absorb shocks: SBI Chairman. GDP growth slides to 5%, slowest in six years; Govt says more boosters coming. Bank employees protest against Centre’s Merger move, wear black bands to work. ",2019-08-31
594,"73.8% rise in bank frauds; number of cases up 15%. 2018-19: RBI income shoots up by 146.59% to Rs 193,036 crore. RBI’s presses print more notes than in pre-demonetisation period. ",2019-08-30
595,"RBI funds transfer: Govt member wanted more, Jalan panel said no. Jalan panel proposes change in RBI accounting year, transparent accounts. Banks Board Bureau proposes names for GIC Re, AIC CMD posts, two managing directors for LIC. ",2019-08-29
596,Not looking at any capitalisation right now: SBI. ,2019-08-28
597,"Bank of Baroda to co-lend Rs 1,000 crore with NBFCs this quarter. Excess sharing of RBI reserves with govt: Reddy, Subbarao and Acharya had cautioned. Bimal Jalan Committee report: ‘Surplus transfer only from realised gains over RBI need’. Turning new page, RBI dips into its reserves to transfer record Rs 1.76 lakh crore to govt. Govt could use RBI excess funds for big capital push in time of slowdown: Top official. Buying term insurance plan? Now choose between staggered or lump sum pay outs. ",2019-08-27
598,"Part of Rs 70,000 crore to give weak PSBs shot in the arm. RBI board approves Rs 1.76 lakh crore transfer to govt. ",2019-08-26
599,What to do if you receive a notice from the Income Tax Dept. SBI slashes fixed deposit rates by up to 50 basis points. ,2019-08-24
600,"Income Tax returns: Know which ITR form is relevant for you. Govt to upfront infuse Rs 70,000-crore capital into public sector banks. ",2019-08-23
601,"To boost credit demand SBI lowers rates, widens tenure. Compliance culture in banks ‘far from satisfactory’: RBI Deputy Governor MK Jain. SBI report: ‘For faster transmission, link bulk deposits with repo rate’. Capital infusion: Earnings being analysed to decide fund requirement. RBI asks banks to speed up resolution of stressed assets. Income tax returns: Pre-filled forms available online. ",2019-08-21
602,Need floating rates on deposits for more transmission: SBI chairman Rajnish Kumar. Gujarat: Bank officials hold meetings to generate ideas for growth. ,2019-08-20
603,"PSU banks kick off nationwide exercise to boost credit demand across sectors. RBI governor says time other banks linked loans, deposits to repo rate. ",2019-08-19
604,"Checklist to be made for verifying taxpayers who made suspicious deposits during demonetisation. Credit demand subdued, economy needs stimulus: SBI Chairman. ",2019-08-18
605,"‘Non acceptance’ of coins by several banks, states; FinMin reviews issue. ",2019-08-17
606,"Banks cannot charge for failed transactions, balance enquiry: RBI. RBI to cut interest rates by 40 basis points before this fiscal-end: Fitch. ",2019-08-16
607,"IDBI Bank loss rises to Rs 3,800 crore in June qtr. ",2019-08-15
608,What you should know about filing motor insurance claims for vehicles damaged in floods. ,2019-08-14
609,"After SBI, BoB links home loan product to RBI’s repo rate. ",2019-08-12
610,"Banks slash MCLR, set for repo linked deposit, loan rates. ",2019-08-10
611,RBI task force against Indian banks dealing in offshore NDF rupee market. ,2019-08-09
612,"SBI lowers lending rates by 15 bps from August 10. RBI cuts rate by 35 basis points, cites concerns over growth. ",2019-08-08
613,RBI to cover all repetitive bill payments under Bharat Bill Payments System. ,2019-08-07
614,"Provisions fall: SBI profit at Rs 2,312 cr, NPAs down but fresh loan slippages rise sharply. Union Bank net up 73.2%, NII falls to Rs 2,518 cr in Q1. RBI tightens rules for selection of elected directors on bank boards. European Union nominates Kristalina Georgieva to lead IMF. ",2019-08-03
615,"HDFC cuts lending rates by 10 bps for new, existing borrowers. Nirmala Sitharaman to meet CEOs of PSU banks on Friday. ",2019-08-01
616,"Axis Bank Q1 standalone net rises 95% to Rs 1,370 crore. ",2019-07-31
617,SBI slashes deposit rates across all maturities by up to 75 bps. SBI tightens lending terms for auto dealers: report. Filing Income Tax returns? Know which ITR form is relevant for you. ,2019-07-30
618,Bank of Baroda net profit at Rs 710 crore; NPAs remain flat. ,2019-07-26
619,"Filing your income tax returns at the last minute? Keep these 6 things in mind. Income tax returns: Pre-filled forms available online. ITR Filing 2019-20: All you need to know about last date, list of documents, process and penalty. RBI expected to pause its rate cut cycle: Report. ",2019-07-25
620,"Banks stare at fresh NPAs, debt exposure of Rs 21,000 crore at stake. ",2019-07-24
621,"HDFC Bank Q1 profit up 21% on account of steady growth in net interest income, others. ",2019-07-21
622,"RBI Governor, state-run bank CEOs discuss slow rate transmission. HDFC Bank first quarter  net profit up 18.04 percent. ",2019-07-20
623,"Irregularities: Whistleblower claims being probed, says Yes Bank. Jaypee insolvency: NCLAT asks IDBI Bank for fresh terms to invite bids. Punjab & Sind Bank alleges Rs 238-crore fraud by BPSL. Transfer of capital from RBI to Govt: ‘Panel suggests phased transfer of surplus capital over 3-5 years’. IBC amendments get Cabinet nod; 330-day deadline for resolution among key changes. ADB cuts India’s GDP growth forecast to 7% for FY20. ",2019-07-18
624,Banks’ bad loans down at 9.34 lakh crore at FY19-end. Jalan panel finalises report on RBI capital; recommends surplus transfer to govt in 3-5 years. Now you can buy health insurance policies that also cover mental health. ,2019-07-17
625,RBI slaps Rs 7 crore penalty on SBI for violating various norms. ,2019-07-15
626,"Allahabad Bank reports Rs 1,775 crore fraud by Bhushan Power & Steel. AIIB, Aberdeen join hands for $500 mn Asia bond programme. Raghuram Rajan flags risks for govt’s overseas borrowing plan. ",2019-07-14
627,"SBI waives off online transfer charges. Allahabad Bank reports Rs 1,775 crore fraud by Bhushan Power and Steel. ",2019-07-13
628,"State Bank of India waives RTGS, NEFT, IMPS charges. BSE stock options: Sebi imposes Rs 42 lakh fine on 5 entities for non-genuine trades. ",2019-07-12
629,"PNB shares plunge 11 per cent on Rs 3,800 crore BPSL ‘fraud’. Deutsche Bank careers end in an envelope, a hug and a cab ride. SBI takes first cue from RBI Guv, lowers lending rates by 5 bps. ",2019-07-09
630,Digital currency in India? Government examining pros and cons. ,2019-07-08
631,"Banks see whopping 73% spike in frauds at Rs 71,543 cr in FY19. India gives Central Bank more power to regulate shadow lenders. ",2019-07-05
632,SEBI wants a seat on RBI board and more powers. ,2019-07-04
633,"RBI fines 3 PSBs Rs 50 lakh each, another Rs 25 lakh for violation of KYC norms. ",2019-07-03
634,"ICICI Bank cuts rates by 10 bps; PNB, Central Bank by 5 bps. ",2019-07-02
635,"Govt set to launch ETF to divest shares in listed PSBs, insurers. PSBs asked to analyse MSME credit issues. ",2019-06-28
636,"No bar on payment processing abroad but data should be stored in India only, says RBI. Sluggish growth ‘warrants greater cooperation’ between fiscal and monetary policies: RBI Guv. ",2019-06-27
637,Banking sector gross NPA falls as IBC helps in better recovery. Gross NPAs of banks may shrink to 8 per cent by March 2020: Crisil. ,2019-06-26
638,"Citing personal reasons, RBI Deputy Governor who disagreed quits six months before term ends. India needs a new evolved Direct Tax Code that’s easy for Indians to follow. ",2019-06-25
639,"MUDRA bad loans rise in FY19, even as NPAs decline across banking system. RBI to DRI: We can’t ask banks to share customer information. RBI Deputy Governor Viral Acharya resigns six months before term ends. ",2019-06-24
640,SBI plans tapping Singapore SME businesses. ,2019-06-22
641,RBI imposes Rs 1 crore fine on HDFC Bank. Travelling abroad? Why it’s a good idea to get travel insurance. ,2019-06-19
642,The pros and cons of investing in govt’s gold monetisation scheme. ,2019-06-14
643,Bank unions urge Finance Ministry to allow recovery of dues from personal assets of defaulters. ,2019-06-13
644,"Reserve Bank sets up panel to examine ATM charges, fees. ",2019-06-12
645,Reserve Bank relaxes the norms for no-frills accounts. ,2019-06-11
646,"After the PNB scam, other jewellery chains under scanner. RBI eases norms for no-balance accounts, asks banks to include new facilities to account holders. ",2019-06-10
647,"Fresh look at regulation and supervision of NBFCs needed, says RBI chief. ",2019-06-09
648,"One day to one month for NPA tag: RBI eases norms for debt resolution. SBI cuts cash credit, overdraft rates by 25 bps; set for repo linked home loans. J-K Bank Chairman Parvez Ahmad removed; R K Chibber appointed interim chief. ",2019-06-08
649,"Charges on RTGS, NEFT fund transfers dropped. To spur growth, RBI cuts interest rate, stance now accommodative. IT firms likely to face volatility in banking, financial services space: Report. RBI issues new NPA recognition norms. ",2019-06-07
650,"RBI cuts repo rate by 25 bps to 5.75%, changes monetary policy stance to ‘accomodative’. ",2019-06-06
651,FY20: SBI sets 10-12 per cent credit growth. ,2019-06-05
652,Banking Stress: IBC amendments to usher in crossborder insolvency resolution. ,2019-06-04
653,RBI may cut interest rate by at least 25 bps on June 6: Experts. ,2019-06-02
654,"Drop in bad loan provisions trims IDBI Bank Q4 loss to Rs 4,918 crore. ",2019-05-31
655,"PNB Q4 loss at Rs 4,750 crore; asset quality improves as NPA declines. Sebi seeks bond default disclosure, spares bank loans. RBI sets up task force on secondary market development in corporate loans. ",2019-05-29
656,"RBI to align NBFCs’ norms with banks, stop liquidity disruptions. Provide names of big loan defaulters: CIC to RBI. ",2019-05-27
657,Bank of Baroda Q4 loss at Rs 991 crore. As provisions swell: IndusInd Bank Q4 net dips 62 per cent. ,2019-05-23
658,Reserve Bank set to create a specialised supervisory cadre. ,2019-05-22
659,HSBC plans more China tech jobs in push for market share. ,2019-05-21
660,"Bank credit to infrastructure expands by 18.5%, highest since March 2013. Easing NBFCs’ liquidity woes imperative for upcoming govt. ",2019-05-20
661,RBI aims for 34% rise in PoS terminals in next 2 years. ,2019-05-19
662,Investors stunned as two China companies say $6.1 bn is missing. ,2019-05-17
663,Reserve Bank proposes 24×7 NEFT money transfer. ,2019-05-16
664,"HDFC profit rises 27% in Q4. J&K Bank declares uniform cutoff for whole state after protests. Bitcoin holds above $7,000 after hitting 9-month high. ",2019-05-14
665,"Bank deposits growing, not slowing: RBI report. ",2019-05-13
666,"SBI net at Rs 838 cr; ‘shadow of the past’ won’t affect: SBI Chairman Rajnish Kumar. Allahabad Bank Q4 net loss widens to Rs 3,834 cr. ",2019-05-11
667,"Indian Overseas Bank Q4 net loss narrows 45 per cent to Rs 1,985.16 crore. SBI reports net profit of Rs 838 crores in March 2019 quarter; trims bad loan ratio. ",2019-05-10
668,HDFC puts Jet Airways BKC office on the block. ,2019-05-09
669,"Ruchi Soya Resolution: DBS to move NCLT against Patanjali’s Rs 4,350-crore plan. ",2019-05-08
670,ICICI Bank standalone profit down 5 per cent. ,2019-05-07
671,"Wilful defaults surge by Rs 121,700 crore in 5 years. Bandhan Bank net up 67.8% to Rs 651 crore on doubling of fee income. Whole life term insurance vs regular term life insurance: How to choose between them. RBI dismisses reports of shifting gold holding outside India in 2014, calls it ‘factually incorrect’. ",2019-05-03
672,Education loans fall 2.5% even as gross bank credit rises 12.3%. Exclusive: Probe records show Chanda Kochhar ‘misled’ RBI on giving loan to Essar firm. ,2019-05-02
673,Kotak Mahindra Bank Q4 net up 25%. SBI savings account holders with over Rs 1 lakh balance to get lower interest from today. ICICI-Videocon case: Chanda & Deepak Kochhar seek more time from Enforcement Directorate. ,2019-05-01
674,YES Bank shares sinks after bad loans drive lender to surprise loss. ,2019-04-30
675,RBI extends NBFC Ombudsman scheme. SC warns RBI: Can’t deny info on bank audits under RTI. RBI to soon issue new ‘greenish yellow’ coloured Rs 20 note. ,2019-04-27
676,"Axis Bank posts Rs 1,505 crore net in Q4. ",2019-04-26
677,"RBI: 50 per cent rise in ATM, debit cards complaints. ",2019-04-25
678,"State Bank issues Electoral Bonds worth Rs 2,772 crore. SBI to recruit 8,904 junior staff; BoB, IDBI Bank too on a lookout. ",2019-04-23
679,"Banks, other lenders woo IT talent with fat pay packages as focus on digital increases. The health insurance plan provided by your office may not be enough. ",2019-04-22
680,"Deposits in Jan Dhan accounts inching towards Rs 1 lakh crore mark, suggests govt data. ",2019-04-21
681,Central Bank to sell NPAs worth Rs 251 crore. BBB identifies  75 bankers for top roles in PSBs. ,2019-04-20
682,How NRIs can buy a life insurance plan in India. ,2019-04-16
683,"Despite SC order on RBI circular, bad loan resolution under IBC to continue. ",2019-04-15
684,"Bad loans: 80% of write offs in decade came in last five years. Large banks more efficient, scope for more mergers in the sector: RBI study. To end the glut of coins, govt mulls privatisation of distribution, exports. ",2019-04-14
685,"Bank credit grows by 13.24%, deposits up 10.03% in FY19. ",2019-04-12
686,"How is Google payments app functioning without approval: Delhi HC asks RBI. BBB proposes more freedom to PSU banks, incentives for staff. IDBI Bank to hire around 950, months after LIC takeover. India needs to bolster level of capitalisation of government-owned banks: IMF. ",2019-04-11
687,State Bank of India cuts MCLR by 5 bps. ,2019-04-10
688,"ELSS, NPS, insurance: Returns and risks of different tax saving options. Some smart strategies to kickstart the new financial year. ",2019-04-08
689,"SC ruling: Will come out with a revised circular on bad loan resolution, says Shaktikanta Das. ",2019-04-05
690,SC order on NPAs: Shaktikanta Das says RBI to issue new guidelines soon. ,2019-04-04
691,Arun Jaitley: I am sure RBI will decide in present market conditions what is to be done. Analysts divided over Supreme Court order on NPA resolution. ,2019-04-03
692,"April 2019 calendar: Festivals, public holidays, bank holidays. Aspire to have 10% market share, says BoB MD-CEO after merger. ICICI Bank cuts MCLR by 5 bps across tenors. After merger, Bank of Baroda accounts for 23% of bad loans in Gujarat. Bitcoin soars 20% to highest level in 5 months thanks to major order by mystery buyer. ",2019-04-02
693,Bank of Baroda merges with Dena Bank and Vijaya Bank to become second largest PSU bank. ,2019-04-01
694,"Raising funds tough for lower-rated firms as credit costs increase sharply. RBI may go for 25 basis points rate cut on April 4. Vijaya, Dena Bank to become BoB from April 1. ",2019-03-31
695,"Five PSBs receive shareholders’ nod for capital infusion of Rs 21,428 crore. HDFC Bank opposes plea of banks’ consortium to liquidate Vijay Mallya’s assets. ",2019-03-29
696,"Bank credit growth at 14.4%, deposits 10%. ",2019-03-28
697,"FE CFO Awards: High time banks got back to lending, says Deepak Parekh. Public sector banks dip into employees’ pockets for capital. Former MD among 11 top PNB officials summoned by court. Bankers should get back to lending, bonafide transactions shouldn’t be punished: Deepak Parekh. ",2019-03-27
698,RBI slaps Rs 2 crore penalty on Punjab National Bank for violating SWIFT norms. ,2019-03-26
699,Markets expect RBI to continue bond buying to support heavy borrowing. ,2019-03-24
700,More than 25 per cent of loans of six banks in Gujarat are NPA: Bankers’ report. ,2019-03-20
701,"SBI board may extend raising of Rs 20,000 crore to Mar 31, 2020. ",2019-03-19
702,$5 billion currency swap window will push down rates on high rupee liquidity. Four last-minute tax saving mistakes you should avoid making. ,2019-03-18
703,RBI: No dilution on February 12 circular over stressed assets. ,2019-03-17
704,SBI launches cardless cash withdrawal at ATMs. ,2019-03-16
705,RBI categorises IDBI Bank as ‘private sector lender’. ,2019-03-15
706,IDBI Bank cuts MCLR by 5 bps. Mudra bad loans: Value low but surge this year. ,2019-03-13
707,IDBI Bank mulls proposal to extend tenure of current MD-CEO by three years. ,2019-03-11
708,"SBI links savings bank deposits, short-term loans to Repo rate. ",2019-03-09
709,HDFC Bank cuts MCLRs by 5 basis points. Economic Affairs Secretary Subhash Chandra Garg is now Finance Secretary. ,2019-03-08
710,Airfares rise by up to 40 per cent as February sees 150-200 daily cancellations. ,2019-03-06
711,DBS Bank announces launch of wholly-owned subsidiary for India. RBI slaps Rs 1 crore fine on Yes Bank for non-compliance in Swift operation. ,2019-03-05
712,ICICI bank-Videocon case: ED questions Kochhars and Dhoot. Central Bank puts NPAs on the block. ,2019-03-03
713,"Banks, FIs acquiring companies to be exempted from open offer requirements. ",2019-03-02
714,‘Stronger banks: Following amalgamation policy for PSBs’. ,2019-03-01
715,"Bank of Baroda puts NPAs worth Rs 6,000 crore on sale. Allahabad Bank to cut MCLR by 10 basis points. Link your PAN with bank for refunds: I-T to taxpayers. ",2019-02-28
716,"Another three govt banks to be out of PCA soon. Allahabad Bank, Corporation Bank, Dhanlaxmi out of PCA framework. Reserve Bank proposes 50 per cent of private bank heads’ pay as variable. ",2019-02-27
717,"E-wallet: KYC compliance deadline extended by six months. SEBI says Anand Rathi arm, Geofin Comtrade not ‘fit’ to be commodity derivatives brokers. ",2019-02-26
718,Six crucial investment tips to stay ahead when there’s turmoil in the markets. ,2019-02-25
719,Banning Unregulated Deposit Schemes: Ordinance to help create central repository of registered entities. ‘Standstill period’ offered to promoters under regulatory lens. ,2019-02-23
720,Will look into possibilities of cutting rates: Bankers to Shaktikanta Das. RBI MPC minutes reveal differences on inflation outlook. ,2019-02-22
721,"Government to inject Rs 48,239 crore in 12 public sector banks in FY19. Public sector banks zoom up to 19% on fund infusion plan. ",2019-02-21
722,"Canara Bank invites merchant bankers for $350-500 million MTN issue. Govt announces Rs 48,239 crore recapitalisation plan for 12 public sector banks. ",2019-02-20
723,"Will meet bank chiefs on rate cut, says RBI Governor Shaktikanta Das. ",2019-02-19
724,"Will meet bank heads on Feb 21 on transmission of rate cuts, says RBI Guv. ",2019-02-18
725,Arun Jaitley to address RBI board on Monday. ,2019-02-17
726,Yes Bank shares jump over 30 per cent. ,2019-02-15
727,RBI imposes penalty on 7 banks. ,2019-02-13
728,Reinvest past investments to paying parents rent: Lesser known ways to save income tax. ,2019-02-12
729,"Cabinet clears amendments to Banning of Unregulated Deposit Schemes Bill. Crisil: ‘To fuel credit growth, banks need Rs 20 lakh crore in deposits in FY19, FY20’. Fraud Office probe: IL&FS trust took HDFC loan to buy shares from HDFC. RBI slashes interest rates by 25 bps, home, personal loans likely to come down. Just 23 crore PAN cards linked with Aadhaar ahead of March 31 deadline. ",2019-02-07
730,"PNB net up 7.12% on higher recoveries, lower provisioning. ED says no objection to banks’ request to liquidate Mallya assets. ",2019-02-06
731,"IDBI Bank two quarter losses wipe off 65% of investment by LIC. PNB posts surprise quarterly profit, net rises 7.12% to Rs 246.51 crore in Q3. ",2019-02-05
732,"RBI takes three banks out of the PCA framework. Now husband’s turn, SEBI finalises report on Dhoot-Kochhar. ",2019-02-01
733,"Banks file over 2,800 suits to recover Rs 1 lakh crore in a year. ICICI Bank Q3 net profit drops 2.7 per cent. ICICI Bank fires boss: hurt and shocked, credit decisions not unilateral, says Chanda Kochhar. Chanda Kochhar to lose Rs 9.82-crore bonus, Rs 221 crore in stock options. ",2019-01-31
734,"Axis Bank Q3 net jumps to Rs 1,681 crore. HDFC net profit declines 60 per cent YoY to Rs 2,114 crore. Yes Bank: Both promoter groups agree to have one member each on board. ",2019-01-30
735,"Bank of India net loss soars to Rs 4,738 crore in October-December quarter. ",2019-01-29
736,"RBI Governor meets PSU banks’ CEOs, conveys regulator’s expectations. ",2019-01-28
737,"Red flags relevant but why silence in our case, ask govt bank officers. ",2019-01-27
738,‘IDBI Bank will remain promoter of IDBI Federal Life Insurance’. ,2019-01-25
739,Water risks likely to aggravate banks’ bad loan crisis: WWF. ,2019-01-24
740,RBI wants more players to promote payment platforms. ICRA downgrades six debt schemes. ,2019-01-23
741,Life Insurance Corporation becomes IDBI Bank promoter. ,2019-01-22
742,Fund infusion to Exim Bank comes amid deteriorating assets quality. Shares of HDFC Bank jump nearly 3 pc post Q3 results. ,2019-01-21
743,SC to hear appeal against LIC’s acquisition of 51% stake in IDBI. ,2019-01-19
744,Here are the smartest teens nominated for YONO SBI Under 20 award. ,2019-01-18
745,"Bids invited from banks, ARCs & NBFCs: State Bank of India to sell Essar Steel assets worth Rs 15,341 crore. RBI rationalises framework for external commercial borrowings. Infusion of Rs 6,000 crore in Exim Bank approved. Founder of financial giant Vanguard that has assets worth $4.9 trillion dies at 89. ",2019-01-17
746,"Govt to infuse Rs 6,000 crore in Exim Bank over two years. RBI slaps Rs 1 crore fine on Bank of Maharashtra. ",2019-01-16
747,"RBI net-seller of dollars in Nov, unwinding $644 million. ",2019-01-13
748,ADB set to scale up India lending to $4 billion annually. ,2019-01-12
749,"SBI firms up plans to raise Rs 10,000 crore from market. FE best banks: ‘Don’t allow litigation to kill Insolvency and Bankruptcy Code’s spirit’. NCLAT suggests appointing a former Supreme Court judge for IL&FS asset sales. ",2019-01-11
750,FE Best Banks awards to be presented today. ,2019-01-10
751,Nandan Nilekani to head RBI panel on digital payments. ,2019-01-09
752,Nandan Nilekani to head RBI committee on digital payments. ,2019-01-08
753,"Hike exemption threshold level under GST regime, suggests ministerial panel. Why you should consider investing in NPS this tax season. ",2019-01-07
754,"Centre, Reserve Bank working on new system to gather data on NBFCs. Days after issuing circular to clarify stance on taxation of companies, CBDT withdraws it. Crude shocker can be rude shocks for economy: RBI economists. Fast-track hiring to overcome manpower shortage due to retirements: Par panel to PSBs. ",2019-01-06
755,"‘Rising GDP not enough to counter sharp rise in CAD’. Women’s share in deposits, loans inching up: RBI study. As GST compliance rate takes a hit, Centre scrambles to locate missing taxpayers. GST profiteering: Orders issued against 9 businesses. Bank loans: Industry gets lion’s share at 39.6%, farm sector lags with just 4.3%. ",2019-01-05
756,"No decision taken on printing of Rs 2,000 note: Govt official clarifies. No case of pension, gratuity fund diversion at PNB: Arun Jaitley. ",2019-01-04
757,Cabinet clears 3 banks merger; Rs 600-crore subsidy sops get nod. ,2019-01-03
758,"As sanctions increase, Mudra loan NPAs nearly double during 2017-18. Bank of Baroda’s merger with Dena Bank and Vijaya Bank approved by Cabinet. ",2019-01-02
759,Non-performing assets stress to decline for first time in 3 years: RBI. ,2019-01-01
760,"Banks lost Rs 41,167 crore to fraud in 2017-18: RBI. Excess money kept by RBI a raid on the economy: BJP MP. ",2018-12-31
761,"Amid NPA surge, RBI red flags frontloading of relaxations. Riding on IBC, banks scale up recoveries. ",2018-12-29
762,Liquidity deficit nearly doubles to Rs 1.49 lakh crore. ,2018-12-27
763,"Bank strike on Wednesday, services to be affected. ",2018-12-26
764,"SBI invites bids from banks for Rs 20,000-crore QIP. ",2018-12-25
765,"Kotak Bank sees corporate loan book swelling by 26 per cent in FY20. Avoid the last-minute rush, here’s how you can do your tax planning early. ",2018-12-24
766,SBI mop-up from non-maintenance of balance falls in April-September. ,2018-12-22
767,"After Centre announces capital infusion in banks, it’s over to RBI. To ease their cash crunch, Govt to put in Rs 83,000 crore in public sector banks. ",2018-12-21
768,Delinquencies in loan against property up 73 bps: Transunion Cibil. Bond yields falling but loan rates could stay high. ,2018-12-20
769,Marrying IBC with settlement schemes an option: Arun Jaitley. ,2018-12-19
770,Bombay High Court refuses to stay RBI’s December 31 deadline for Kotak Bank stake dilution. ,2018-12-18
771,This metal used in car engines is now more precious than gold. Delhi HC rejects plea against LIC move to acquire 51 per cent stake in IDBI. ,2018-12-17
772,RBI Dy Guv proposes public credit registry for micro units. ,2018-12-16
773,"Reduce number, weight of government mandates for PSBs: Raghuram Rajan. New RBI Governor’s first board meet: governance changes to be discussed. Flagging credit, liquidity issues does not infringe on RBI autonomy: Arun Jaitley. Central banks should be independent but accountable to elected bodies: Helene Rey. Need to cut uncompensated government mandates imposed on PSBs: Raghuram Rajan. ",2018-12-15
774,RBI Governor Shaktikanta Das takes reality check with PSU bank chiefs. Poor financial health of MSMEs push up NPAs in Gujarat by over 25 per cent. ,2018-12-14
775,"RBI part and parcel of government, we have not destroyed it: Nitin Gadkari. ",2018-12-13
776,"After Urjit Patel leaves, NITI Aayog’s Vice Chairman says RBI not dependent on one person. ",2018-12-11
777,GST annual returns filing: Finance Ministry extends deadline till March 31. ,2018-12-09
778,"New CEA, cable firm manager to Central secretaries: 43 had applied for RBI Deputy Guv post. ",2018-12-08
779,No decision by RBI panel on relaxation of PCA. ,2018-12-07
780,"Monetary policy review: Reserve Bank keeps rates same, cuts inflation forecast. ",2018-12-06
781,"How to use your Diwali bonus effectively. ‘SBI to cease to be EPFO fund manager from March’. RBI keeps interest rates unchanged, retains GDP growth projection at 7.4%. How to save money while planning a big, fat Indian wedding. ",2018-12-05
782,"ICICI Bank hikes MCLRs by 10 bps across tenures. RBI to inject Rs 10,000 cr into system through open market operations on Thursday. ",2018-12-04
783,"RBI panel may resist pressure for CRR cut, repo rate may remain unchanged. ",2018-12-03
784,RBI likely to keep interest rate unchanged on Dec 5. ,2018-12-02
785,Bank credit to NBFCs zoom 55.6% in 12 months. ,2018-12-01
786,RBI makes LEI mandatory for market participants regulated by it. ED arrests former chairman of Pen Bank on charges of embezzlement. ,2018-11-30
787,SBI raises deposit rates by up to 10 bps. Deutsche Bank offices raided in money laundering probe. ,2018-11-29
788,"‘Economy robust; to submit views on NPAs in 10 days’. RBI set to inject Rs 40,000 crore into the system in December. ",2018-11-28
789,RBI eases external commercial borrowing hedging provisions. ,2018-11-27
790,"Don’t turn J&K Bank into PSU, will protest: Traders body to Malik. ",2018-11-26
791,"RBI’s governance structures have to be discussed: Economic Affairs Secretary. Satyapal Malik puts J&K Bank in public sector, kicks off autonomy row. Insolvency law help address Rs 3 lakh crore stressed assets in 2 years: Official. ",2018-11-24
792,"I-T prepares to check if hotels are handing over service charge to their staff. J&K bank brought under purview of RTI, CVC, State Legislature. ",2018-11-23
793,"After MSME, Govt will flag real-estate sector stress to RBI. Nearly 50% of ATMs may down shutters due to ‘unviability  of operations’. RBI board’s decisions to be positive for economy: Uday Kotak. Now, state bank CEOs can request look-out circulars against wilful defaulters. ",2018-11-22
794,RBI reserves: Revaluation gain not to be considered. Committee on RBI reserves in a week. PSBs’ second quarter provisions 1.5 times their operating profit. ,2018-11-21
