,Headlines,Date
144,"Kotak breaks crypto ice with account for WazirX. Federal Bank sells CNTL loan at 25% discount. Difference between investing in stocks and mutual funds. PSBs restructure over Rs 58,500 crore loan advanced to 9.8 lakh MSME accounts amid pandemic: Govt. RBI imposes curbs on Maharashtra-based Nagar Urban Co-op Bank. Fears over omicron may impact retail securitisation volumes: Icra. ",2021-12-06
145,"SBI invites bids to sell NPA account KSK Mahanadi Power with dues over Rs 4,100 crore. IT minister asks bankers to create robust, digital platform for easy credit availability to small businesses. Create UPI like platform for credit: Ashwini Vaishnaw to banks. Reverse repo rates revision could be between policies: SBI Research. ",2021-12-05
146,RBI's insolvency move against Reliance Capital may face hiccups. ,2021-12-04
147,"PMC Bank fraud case: SC refuses to entertain bail plea of Rakesh Wadhawan, asks him to approach HC. Aggregate bank deposits slump in fortnight to November 19 after abrupt rise in previous 15 days: Report. Bank employee associations plns to fight against government plan to privatise public sector banks. Indian banks behind the curve in tapping payments tech: Uday Kotak. Federal Bank sells ITNL owned Chenani Nashri Tunnel debt to ACRE at 25% discount. ",2021-12-03
148,"India's new crypto law set to red-flag chit fund, MLM business models. Changes in Banking Regulation Act in works. RBI action against Reliance Capital: Better late than never. SBI join hands with Adani Capital for co-lending to farmers. Wondering if you should invest in Flexi Cap Funds? Here's what you need to know. Dhanlaxmi Bank Part-Time Chairman G Subramonia Iyer resigns. Bank deposits contract in the post Diwali fortnight. ",2021-12-02
149,"For bondholders of Reliance Capital, only half recovery likely. HDFC, Axis Bank sold Reliance Capital debt facilities to ACRE. Deutsche Bank strengthens wealth management team in India. Bank unions threaten two-day nationwide strike against proposed PSB privatisation. Private sector banks lower lending rates more than PSU Banks during the pandemic. FSS launches UPI eVoucher to advance financial inclusion. ",2021-12-01
150,"CAG flags treatment of bank recap expenditure in FY18-19. Industry bodies urge RBI to scrap daily loan asset classification norm. Unraveling of Reliance Capital shows why RBI hates big business in banking. Outlook for Indian banks is stable, says Moody's. Three things banks need to keep in mind before leading a digital transformation. India could be the third-largest economy in the next decade; MFs may be one of the major beneficiaries. Dynamic asset allocation products and their importance. Rs 26,697 cr lying in dormant accounts of banks: FM Sitharaman. Non-food bank credit grows at 6.9% in Oct: RBI data. Unwise for India to place bans on private crypto assets: Report. Large corporates going back to banks amidst signs of capex pick up. ",2021-11-30
151,"WhatsApp Pay plans significant investments in next six months. Hindujas ready $1.1 billion to up stake in IndusInd Bank. NBFCs eyeing bank tag face a long wait, tighter regulations. Fedo launches “Health Savings Account” in partnership with neo bank Open. SIPs in Debt Funds - Here’s why they are beneficial to investors. View: Dear RBI, don’t penalise consumers and merchants for non-compliance by other stakeholders. LIC gets RBI's approval to increase stake in Kotak Mahindra Bank. RBI imposes Rs 1 crore penalty on Union Bank of India. LIC gets RBI approval to raise stake in Kotak Mahindra Bank. Banks write off Rs 46,382 crore NPA in H1. IPO-bound India1 Payments installs 10,000 white-label ATMs. RBI appoints P N Raghunath as additional director of Ujjivan Small Finance Bank. ",2021-11-29
152,PNB puts up National Steel & Agro Industries for sale to recover Rs 200cr dues. ,2021-11-28
153,Corporate exclusion from banking shrinks buyer pool for PSBs. Indusind Bank's Hindujas welcome RBI move to up promoter holding to 26%. ,2021-11-27
154,"Bank privatisation not in one go, govt may retain at least 26% in 2 PSBs. RBI imposes Rs 1 crore fine on State Bank of India. Metro branches bring life back in bank credit growth. ",2021-11-26
155,"4 reasons why you need to switch to a digital bank. IL&FS completes stake sale in Terracis Technologies, resolves Rs 1,275 cr debt. How fintech apps have helped in financial inclusion. Government to amend banking laws to facilitate privatisation of two PSU banks. ",2021-11-25
156,"Jan Dhan 3.0 to focus on digital, doorstep banking. Amtek takeover: DVIL gets 24 hours to pay ₹500 crore in cash. World of phygital banking will be way forward: Bankers. View: Two tremendous transitions too soon for digital payments industry. Trai proposes cutting USSD charges for mobile banking to zero. Central Bank of India, Indian Overseas Bank close sharply higher on disinvestment buzz, banks deny having knowledge on the matter. ",2021-11-24
157,"Punjab National Bank denies any data theft, system breach. IndusInd Bank, Spandana Sphoorty spar over top management appointments. Equitas Small Finance Bank ties up with HDFC Bank to offer co-branded credit cards. NCLT allows YES Bank time to file a reply in Dish TV matter, adjourns the case for December 22. Eyeing market share gains ICICI open trade platform to non customers. ",2021-11-23
158,"Banks informing customers about crypto pitfalls. Co-operative societies can't use 'bank' in their names: RBI. New twist in Spandana founder and Kedaara Capital's public spat. Deposits parked with co-operative credit societies not eligible for insurance cover: RBI. RBI scheme says PMC depositors to be paid over a period of 3 to 10 yrs. Digital payments led to rise in the buy-now-pay-later model, biz growth of local mom-and-pop stores: Study. Broad Peak joins hands with Brescon to raise $300 million to invest in distressed assets. BCIC’s expert panel calls for efforts to link fintech firms & banks to step up support to MSMEs. ",2021-11-22
159,Vulnerability in PNB server exposed customer data for about seven months: CyberX9. SBI yet to refund Rs 164 cr undue fee charged from Jan Dhan a/c holders. ,2021-11-21
160,"'Fresh round of bad loans likely if credit moratorium ends'. PM Modi nudges banks to back wealth, job creators. IDFC First partners up with HPCL to facilitate fuel payments using FASTag. ",2021-11-19
161,"Modi exhorts banks to support wealth, job creators; increase country's balance sheet. Punjab National Bank raises Rs 1,919 crore via bonds. ",2021-11-18
162,"Real capex will revive in 9-12 months. says Axis Bank CEO Amitabh Chaudhry. Why investors should invest in equities or mutual funds. NPCI takes UPI global, ties up with leading payments provider PPRO. Bank credit grows at 7.14 pc, deposits at 11.42 pc: RBI. RBI slaps Rs 10.5 lakh penalty on Shri Kanyaka Nagari Sahakari Bank, Chandrapur. Bank lending as well as deposits pick up by over Rs lakh crore during Diwali fortnight. ",2021-11-17
163,"Bankers plan to seek safeguards against undue vigilance action. Interoperable app brings big gains for ICICI in just 9 months. Business correspondent FIA Global eyes direct lending venture. Kotak Mahindra Bank, PVR launch co-branded debit card. Significant percentage of borrowers prefer online mode for securing loan: Survey. India has the potential to grow at a reasonably high pace: RBI Governor. IOB lowers yearly profit to Rs 646 cr on asset classification divergence. ",2021-11-16
164,"Ever heard about value funds? Here's what you should know. Bank of Maharashtra tops PSU lenders chart in terms of loan, saving deposit growth in Q2. HDFC Bank to hold 2,000 workshops to prevent financial frauds. Karnataka Bank launches premium product for SME businesses. Issue of RBI disparity towards cooperative banks being addressed: MoS cooperation. ",2021-11-15
165,Govt to soon clear list of independent directors for various banks. ,2021-11-14
166,"SBI chalking out strategy to give loans based on ESG scores. Pension funds holding distressed Srei's bonds in a spot. Banks want more provisions included as statutory capital. PM Modi to launch two innovative customer-centric initiatives of RBI today. PM Modi launches two consumer-centric RBI initiatives. PM Modi launches RBI Retail Direct Scheme & Reserve Bank- Integrated Ombudsman Scheme. Airtel Payments Bank to double business correspondent network to 1 million in a year. RBI asks banks not to standardise bad loans on just getting interest payments. Restrictions put on Laxmi Coop Bank, Solapur; Rs 1,000 cap on withdrawals. ",2021-11-12
167,Suryoday Small Finance Bank reports net loss of Rs 1.9 crore for quarter ended September. Saving is not enough. Invest!. ,2021-11-11
168,"UCO Bank enters co-lending agreement with Aadhar Housing Finance. BoB profit up, bank expects to keep credit costs in control. Moody's upgrades Yes Bank on improved financial health. Kotak Mahindra Bank completes acquisition of 10 per cent stake in KFin Technologies. ",2021-11-10
169,"ICICI, Axis, SBI and PNB report sharp rise in bad loan recoveries. Five bank stocks that could do well this year. Ujjivan SFB tumbles 4% as asset quality woes take a toll on Q2 nos. HSBC exceeds China wealth hiring targets, explores India private banking re-entry. Why the age of retirement is no longer 60?. Hyper-personalization and new-age tech will drive AI-enabled banks. Indian Bank launches video KYC facility enabled by VCIP technology. FM Nirmala Sitharaman to meet heads of PSBs next week; nudge them for credit expansion to boost economy. RBI removes restrictions on Diners Club International. ",2021-11-09
170,"Padmaja Reddy alleges exorbitant salary for new Spandana CEO, wants curb on salary for MFI chiefs. Amazon Pay India's loss narrows by 18.8% in FY21. Banks issue 31.67 crore RuPay debit cards to PMJDY account holders. RBI imposes curbs on Babaji Date Mahila Sahakari Bank; caps withdrawals at Rs 5,000. States with more Jan Dhan accounts see crime rate fall: SBI. Crypto market value tops $3 trillion for first time. ",2021-11-08
171,"Indusind Bank says whistleblower claims baseless; gave 84,000 loans sans client consent in May. IT department freezes Rs 53-crore deposits of Maharashtra-based urban cooperative bank. Tech glitch led to disbursal of loans sans customer consent: IndusInd Bank. ",2021-11-06
172,"Whistleblowers raise loan evergreening issue at IndusInd arm. ESG-linked fund mop-up may surge to a record this year. Mid-size firms, retail lead the charge in credit rebound. Bad-loan time bomb ticking at IndusInd Bank subsidiary, Whistleblowers warns: ET Reports. ",2021-11-05
173,Pratip Chaudhuri's arrest: SBI's Dinesh Khara says former banker wasn't given a chance to be heard. ,2021-11-04
174,"Pratip Chaudhuri's arrest: New rules say police needs prior nod to act against PSU officials. Citibank to focus on institutional banking in India, to offer lease rental discounting. More bankers express concern over ex-SBI chairman Pratip Chaudhuri's arrest. Goldman Sachs promotes 30 executives as MDs in India, the largest ever in the country. Ten commandments of wealth creation. Confident that Chaudhuri will be released unconditionally: SBI chairman Dinesh Khara. State Bank of India's record profit led by retail loan growth, higher provisions. Bank credit picks pace as economy revives. ",2021-11-03
175,"Deutsche Bank ready to be NPS custodian for just Rs 100 per year. Former SBI chairman Pratip Chaudhuri's arrest: Bankers shocked over ‘high-handed’ move. Banks sanction Rs 63,574 cr under credit outreach initiative: Finance Ministry. RBI gearing up to fintech challenge, asks banks to be vigilant too. RBI spells out rules for a bank to exit prompt corrective action framework. Stressed asset sales should take place earlier: RBI report. RBI chief Shaktikanta Das asks bank heads to remain vigilant. Updating credit assessment: Banks eye common social, climate framework. SBI former chairman arrest matter in court, Govt can't intervene. ",2021-11-02
176,"SBI research sees higher job formalisation rate this fiscal. Bandhan Bank now an Agency Bank of RBI, to conduct govt business. HDFC Q2 results: Net profit rises 32% YoY, beats Street’s estimate. SBI issues clarification on Pratip Chaudhuri case, points to 'factual inaccuracies in complainant's version'. Banks face pressure on NIM as they lower rates to outsmart rivals. Government issues norms to protect bankers when bonafide decisions go wrong. Judicial, police high handedness shock bankers. Yes Bank appoints Sharad Sharma as non-executive director. Unity Bank begins operations, paving way for merging PMC. ",2021-11-01
177,Stressed PMC Bank customers not to get Rs 5 lakh deposit cover in first lot: RBI. Finance Ministry issues uniform norms for accountability to protect bonafide decision of bankers. PSBs told to revise staff accountability policies for NPAs. ,2021-10-31
178,Indian Bank reports frauds of over Rs 266 crore in three accounts to RBI. Bank ownership in hands of corporates not desirable: ex-SBI chairman Rajnish Kumar. ,2021-10-30
179,RBI eases current account rules for bank exposures less than Rs 5 crore. RBI imposes Rs 56 lakh penalty on The Nainital Bank. ,2021-10-29
180,"Delhi High Court asks RBI, SBI to respond to plea to revoke prohibition on use of UPI for cryptocurrency exchange. Uco Bank Q2 results: Profit surges 7-fold to Rs 205 crore. ",2021-10-28
181,"Centre consults RBI for liberal PSB sale norms, looks for bigger pool of bidders. Citi consumer business sale: Kotak Mahindra, Axis and IndusInd submit bids. RBI approves appointment of Baldev Prakash as J&K Bank MD & CEO. Microfinance lenders should not throw caution to the winds while chasing growth, says RBI's Rajeshwar Rao. Axis Bank to elevate Rajiv Anand as Deputy Managing Director. More than 80% Indians support RBI move to stop auto debit: LocalCircles survey. ",2021-10-27
182,"India Post Payments Bank teams up with HDFC for offering home loans. Banks sanctions Rs 11,168 cr under credit outreach initiative. RBI imposes Rs 90 lakh penalty on Vasai Vikas Sahakari Bank. Union Bank of India cuts home loan rates to 6.40 per cent. ",2021-10-26
183,"FSS Business Support Suite enables Philippines' BancNet to maximise billing and settlement efficiencies. CSB Bank's Q2 net profit up 72% at Rs 119 cr, NIM improves to 5.22%. CCI approves HDFC Bank's acquisition of 4.99 pc stake in HDFC ERGO General Insurance Co. Govt may not infuse capital into state-run banks in FY23. ",2021-10-25
184,P2P lending machine fires on all cylinders amid slackened bank loan disbursals. Will Mint Street's digital currency ambition break the banking system?. ,2021-10-24
185,"India's central bank puts up a puzzling obstacle to a payments system, again. Bank of India opens first-ever branch in Ladakh. ",2021-10-22
186,"New norms put auto debits in no man's land. New rules put auto debits in no man's land, merchants forced to curtail services. YES Bank Q2 results tomorrow: Profit or loss? Analyst views differ. PSU banks likely to get capital support in Q4 to meet regulatory requirements. Bank credit grows 6.48%; deposit by 10.16%. ",2021-10-21
187,"Banks flag concerns over US rules on consumer data, seek govt guidance. Citi appoints Rajeev Mantri as CFO, Citi India and cluster finance head, south Asia. YES Bank showing remarkable progress; to take to two more years to stabilise: Former SBI chief. Gross NPAs of banks may decline to 6.9% by March 2022: Report. RBI may be looking at changing its reserve management strategy. RBI fines Paytm Payments Bank, Western Union. ",2021-10-20
188,"Banks hire for $93 billion India, Southeast Asia tech deal hunt. HDFC Bank suspends employees held for attempts of unauthorised withdrawal from high-value NRI account. Indian banks face rise in bad loans to 8-9% of lending: CRISIL. Moody's upgrades outlook for Indian banks. Axis Bank to waive 12 EMIs on select home loans under festive offer. SBI board wanted letter of support from govt before approving Jet Airways resolution plan: Rajnish Kumar. ",2021-10-19
189,"Bitcoin hovers near six-month high on ETF hopes, inflation worries. Here’s how digital banking helped me manage my money better. RBI imposes penalty of Rs 1 crore on State Bank of India over non-compliance of directions. RBI slaps penalty of Rs 1.95 crore on Standard Chartered Bank. ",2021-10-18
190,"Bank of India cuts home, vehicle loan rates. ",2021-10-17
191,Sundaram Finance to look at co-lending to add more asset classes: MD Rajiv Lochan. ,2021-10-16
192,"Five banks may bid for Citi's India consumer businesses. PMC Bank fraud case: HC rejects Rakesh Wadhawan's medical bail plea. RBI withdraws restrictions on Hindu Cooperative Bank, Pathankot. RBI tells SBI to bid aggressively at next switch auction; redemptions need to be brought down. UCO Bank CEO Atul Kumar Goel appointed chairman of Indian Banks' Association. RBI clears re-appointment of Amitabh Chaudhry as MD of Axis Bank. ",2021-10-14
193,RBI allows multinational banks to store limited data abroad. Need a loan? Just say 'Hi' on Whatsapp and get Rs 10 lakh instantly. Here's how to apply. Five foreign investors shortlisted for majority stake in Yes Bank-backed ARC. Kotak Mahindra Bank launches Micro ATMs across India. Bank FD to fetch negative real interest with elevated inflation. RBI authorises Karur Vysya Bank to collect direct taxes. ,2021-10-12
194,"I-bankers make $761 million in advisory fees during Jan-Sept; lowest in three years, says report. RBI imposes Rs 30 lakh penalty on Janata Sahakari Bank, Pune. HDFC Bank inks lease renewal for head office building in Mumbai’s Worli. ",2021-10-11
195,Uttarakhand: HDFC Bank launches 24 gold loan desks. ,2021-10-10
196,Court takes cognisance of charge sheet against Avantha Group promoter Gautam Thapar. Rupee Bank administrator seeks its merger with another lender. ,2021-10-09
197,"RBI increases IMPS limit to Rs 5 lakh from Rs 2 lakh earlier. RBI more than doubles limit on IMPS to Rs 5 lakh. RBI moves NCLT against SREI Equipment Finance and SREI Infra. SBI internet banking will be down for some time this weekend. Check timings. RBI Guv responds to SBI note about excess liquidity; says banks must do own risk assessment. RBI says reviewing ATM outage circular after bank’s feedback. CBI files charge sheet against Rana Kapoor and associates in Rs 1,700 crore scam. Bank of Maharashtra launches digital lending platform for home, car loans. Gradual unwinding of liquidity measures to support growth, keep inflation under control: Bankers. Bandhan Bank's collection efficiency improves sharply. ",2021-10-08
198,"Srei promoter challenges RBI action against group firms in Bombay High Court. ICICI Bank executes first term loan derivative deal linked to SOFR. Exim Bank targets 8-10% loan growth in FY2022, says Managing Director Harsha Bangari. Former SBI chairman Rajnish Kumar's memoirs to release on October 18. Bank of Baroda reduces home loans rates to 6.5%. Banks need to accelerate green lending to achieve sustainable growth: SBI chief Dinesh Khara. Eko to disburse $1 billion worth of loans in the next three to five years. SREI group's financial health withered well before pandemic, says RBI order. We have to lead sustainability indicators: SBI Chairman Dinesh Khara. ",2021-10-07
199,"HDFC Bank eyes strategic investor in NBFC arm, sees $9-bn valuation. Srei lenders, second casualty of IL&FS implosion, now await a tense future. IDBI bank unveils attractive offers this festive season. Visa launches India’s first Card-on-File tokenization service for merchants. Moody's affirms ratings of 9 Indian banks, changes outlook to stable. Bank of India kick starts Outreach Programme. Bank credit grows by 6.67 pc; deposits by 9.34 pc. RBI to keep rates unchanged, retain accommodative stance: Abheek Barua. ",2021-10-06
200,"HDFC Bank launches festive offers, partners with over 10,000 merchants. HDFC Bank posts strong loan growth in September quarter. Kotak Mahindra Bank becomes 1st scheduled private sector bank to collect direct, indirect taxes. Festive fervour: Credit card spends zoom 54% over last year. IDFC First Bank clocks 10 per cent loan growth in Q2. Axis Bank economists see RBI holding rates on Friday. Canara Bank cuts MCLR by up to 15 basis points. Banks, NBFCs report jump in advances in September quarter. ",2021-10-05
201,"Bank of Baroda to anchor its app, bob World, as the main bank. SBI, Indian Navy launch NAV-eCash card. HSBC executes blockchain-enabled trade transaction for AMNS and UAE's Universal Tube. RBI grants licence to NARCL: IBA CEO. ",2021-10-04
202,Soma Sankara Prasad likely to be next UCO Bank MD. The one true legacy of Bitcoin that everyone might one day be thankful for. ,2021-10-03
203,"Lenders approach RBI after ₹30,000 crore Srei loans turn NPA. Banks ring in festivities with steep cuts in home loan rates. Indian Bank picks up 13.2% stake in NARCL. ",2021-10-01
204,"Core capacity addition signals demand revival, says SBI chairman Dinesh Kumar Khara. Rate of growth has to be much higher to 'repair' cash flow of businesses: SBI's Dinesh Khara. New auto debit rules of RBI set to kick in from Friday. Non-food bank credit grows 6.7 pc in August: RBI data. ",2021-09-30
205,"UPI transaction value doubled to ₹6.06 lakh crore in July. Suryoday Bank decides to shut down own ATMs, the first domestic lender to do so. Soiled notes taking more space than usable ones, banks tell RBI. HDFC bank issues 400,000 credit cards after embargo. IndusInd Bank inks gold loan co-lending pact with Indel Money. 10% off! SBI Card to start three-day festive cashback offer from October 3. HDFC Bank issues record high of over 4 lakh cards post embargo. Banks disburse Rs 7,500 crore under Credit Guarantee Scheme for micro finance institutions. Rajesh Dahiya quits Axis Bank, to pursue ESG initiatives. RBI lifts prompt corrective action curbs from Indian Overseas Bank. Bombay High Court refuses relief to the Yes Bank in the case against Asit Kotecha. NPCI looks at USD 1 trillion worth of transactions through UPI on annual basis. ",2021-09-29
206,"DHFL lenders set to mark ₹37,400 crore recovery this week, the biggest among NPAs this fiscal. ICICI Bank faces intermittent downtime on payment stack. SBI loan restructuring 2.0: Terms, who is eligible, how to apply. HC refuses bail to Yes Bank founder Rana Kapoor's wife, daughters in DHFL corruption case. Yes bank scam: HC rejects bail pleas of Rana Kapoor’s wife, daughters. Data privacy should not be compromised in using fintech: FM. FinTech regulation should be more entity-based than activity-based: RBI deputy governor. Watch: Changes in the new auto-debit rule explained. Banks, big tech companies, fintech can collaborate to further financial services: Standard Chartered Bank MD Zarin Daruwala. Indian Bank onboarded as partner bank for offline-online collection of treasury. ",2021-09-28
207,"Deepen network in rural India: Nirmala Sitharaman to Banks. India needs 4-5 more 'SBI size' banks to meet changing requirements of economy: FM Sitharaman. Banks will be closed during Navratri, Durga Puja in these states: Get full bank holiday list in October. DHFL Case: NCLAT to hear FD, NCD holders and Wadhawan's plea on September 29. Avanse Financial Services appoints Vineet Mahajan as CFO. Recurring card payments to be affected as new credit, debit card rules kick in from October 1. RBI imposes Rs 2 crore penalty on RBL Bank. ",2021-09-27
208,"Banks must turn to markets for money, says Nirmala Sitharaman. HDFC Bank to double rural reach to 2 lakh villages in two years. IBA should push up efforts to deepen banking presence: FM. India needs 4-5 'SBI size' banks to meet growing needs of economy: FM Nirmala Sitharaman. ",2021-09-26
209,HDFC Bank most outstanding company in India: Asiamoney 2021 Poll. HDFC sells part of invoked shares of Ansal Housing to recover dues. RRB employees to observe one-day strike on September 27 against govt's divestment plan. ,2021-09-25
210,"Survey finds over two-thirds of customers willing to switch to digital-only bank. Mispricing of risks a concern: SBI chairman Dinesh Kumar Khara. RBI imposes Rs 79 lakh penalty on Mumbai-based Apna Sahakari Bank. Govt guarantee to NARCL to help in development of secondary market for security receipts: SBI chief. Loan recovery improving, says Ujjivan Small Finance Bank. ",2021-09-24
211,"Govts must accept what they don’t do well, like banking: Jamie Dimon. BharatPe appoints Nehul Malhotra as head of consumer lending. Citi raises target price on HDFC Bank. Bank deposits rise 12 per cent in FY21 on higher CASA growth: RBI data. Yes Bank asks Dish TV to call EGM to reconstitute board. ",2021-09-23
212,"Your auto-debit from debit/credit card may fail from next month if not approved. Lenders hire specialist agencies to analyse default probability of borrowers. Depositors of 21 failed cooperative banks including PMC to get deposit insurance cover. Trojan posing as IT refund skulking to attack Android phone bank customers. Axis Bank commits Rs 30,000 cr till FY26 towards sustainable lending. RBL Bank MD Vishwavir Ahuja gets nearly all votes at AGM for 4th term. ",2021-09-22
213,"India’s largest private lender, HDFC Bank, plots path to double retail loans. Retail depositors earning negative returns; relook taxation on interest: SBI economists. Banks Board Bureau invites applications for post of Deputy MD in Exim Bank. Banks may not be pricing their risks adequately, says new report from SBI Research. Kotak Mahindra Bank forays into healthcare lending; not to use RBI's liquidity window. ",2021-09-21
214,"View: Dear RBI, don’t make digital payments difficult for consumers. HDFC Bank inks pact with Paytm to ramp up credit card issuance. PNB earns Rs 170 crore in FY21 by levying charges on non-maintenance of minimum balance. DHFL case: Denied bail, Yes Bank founder Rana Kapoor's wife, daughters move High Court. AU Small Finance Bank issues over 40k credit cards since inception. ",2021-09-20
215,IDBI Bank strategic sale: Most merchant bankers indicate 52 weeks' time. ,2021-09-19
216,"Bad bank likely to spark global interest in India's $300 bn distressed assets industry. Yes Bank scam: CBI court sends Rana Kapoor's wife, daughters to judicial custody. ",2021-09-18
217,"Bad Bank security receipts to get Centre's backing of ₹30, 600 crore. SBI, Kotak Mahindra, PNB, BoB offer record low rates of interest on loans to cash in on festive cheer. Buy Now, Pay Later or credit card: Which is better for you?. Explained: How Bad Bank plans to tackle the NPA mess. ",2021-09-17
218,"Bad Bank plan gets Cabinet nod, credit flow to economy expected to improve. Indian Banks' Association to push for more reforms, take over EASE agenda. SBI cuts home loan interest rate to 6.7%, waives processing fees. Over Rs 30,000 crore guarantee approved for bad bank, says FM Sitharaman. Govt guarantee up to Rs 30,600 cr of security receipt issued by NARCL: Nirmal Sitaraman. Kotak Mahindra Group acquires vehicle financing portfolio of Volkswagen Finance. Poonawalla Fincorp's Managing Director, Abhay Bhutada, resigns after SEBI action. Large corporates relying lesser on bank funds, shows RBI study. RBI nod to special committee to oversee operations at Ujjivan SFB. RBI approves Ujjivan's committee of directors for smooth functioning of the bank. Bank of Baroda announces festive offers on retail loans. SBI cuts home loan interest rate to 6.7%, waives processing fees. ",2021-09-16
219,NPCI unveils norms for banks to compensate AePS fraud victims. Mastercard ban: RBL Bank restarts credit card issuances with rival Visa. ,2021-09-15
220,"NBFCs resent current account move by banks, flag reconciliation issues. India, Singapore launch project to link UPI and PayNow for instant fund transfers. Spending money on what matters: Check this list. Bad loans of banks may cross Rs 10 lakh crore by end of this fiscal, says study. NBFCs open their wallets as demand for credit surges. ",2021-09-14
221,"By November, Rs 10,000 crore will be payable to PMC, Guru Raghavendra customers under new banking Act. JP Morgan opens new campus in Hyderabad. Kotak arm invests Rs 1,000 cr in TVS family's logistics business. RBI cautions public against KYC updation frauds. ",2021-09-13
222,"Banks should embrace digitisation to ensure govt schemes reach needy: Nirmala Sitharaman. FM Sitharaman says many PSBs have come back to normalcy now. Stabilising Ujjivan Small Finance Bank first priority for new management, other future plans on slow lane. Digitisation key to financial inclusion, Nirmala Sitharaman tells banks. ",2021-09-12
223,UCO Bank shares may rally up to 40% after PCA exit. SBI and Bandhan Bank planning to move their back office verticals to fintech hub of Kolkata. ,2021-09-10
224,"Banks use personal insolvency to chase dues from guarantors. Banks urge RBI to relax rules on ATM cash-outs. How credit, debit card customers benefit from the latest RBI amendment on tokenisation. Indian banks bounce rates lowest since Covid began. Bitcoin may hit $100,000 by early next year: Standard Chartered. Supreme Court stays NCDRC order on payment of Rs 30 lakh by HDFC bank to customer. Banks' NPAs stable in June quarter, look manageable; IBC needs improvement: RBI Governor Shaktikanta Das. Ujjivan Financial Services appoints Sanjeev Barnwal as chief executive officer. 'Banks' profitability hit on shrinking interest margin amid tech adoption burden, falling rates'. RBI hopeful of 9.5% growth; firms better prepared for any 3rd wave: Shaktikanta Das. ",2021-09-09
225,"Indians follow Ethereum to stratosphere. NPCI, Fiserv to open RuPay API platform. CBI puts on hold probe into Rs 50,000 crore frauds related to public sector banks as states refuse consent. Using your debit card without network? It will soon be possible. Yes Bank MD Rana Kapoor ignored warnings on DHFL deal, says CBI. Karnataka Bank launches all-in-one swiping machine for MSME customers. Is Account Aggregator framework the next big fintech revolution to trigger consumer benefit?. Bombay HC adjourns Deepak Kochhar’s plea of quashing of prosecution complaint. RBI removes PCA restrictions on UCO Bank. RBI penalises 2 cooperative banks for deficiencies in regulatory compliance. BBB recommends AK Goel for PNB MD post. Bank of Baroda launches one-stop digital platform 'bob World'. ADB and GoI sign $300 million additional financing for Maharashtra Rural Connectivity Improvement Project. ",2021-09-08
226,"India Post Payments Bank, LIC Housing tie up to sell home loans. India Ratings maintains stable outlook on banking sector in FY22. Quality of banks' retail loans dips, India Ratings projects total gross NPA at 8.6% for FY22. RBI in discussion with banks to revise guidelines for large syndicated loans. RBI enhances scope of tokenisation to ensure security of card data. NCP chief Sharad Pawar opposes RBI powers to regulate Co-op banks. ",2021-09-07
227,"This quarter, we are going to surprise ourselves on NPA recovery front: Rahul Shukla, HDFC Bank. CreditAccess Grameen gets into expansion mode. Axis Bank introduces policies for employees and customers from LGBTQIA+ community. Liquidity position of NBFC sector is improving: JM Financial MD. ",2021-09-06
228,"Global bank, local tech: How India is key to UBS’ agile pivot. ",2021-09-05
229,Mukesh Ambani's $50 phone can unleash a credit revolution across the globe. HDFC Bank could double technology spends: Macquarie Capital. Karnataka Bank to emerge as digital bank of future: CEO M S Mahabaleshwara at AGM. Amazon Pay UPI records 5 crore customer sign-ups in India. Bank of Maharashtra expects total business to cross Rs 3 lakh crore soon. Google says firmly sees itself as partner to India's financial ecosystem. ,2021-09-03
230,"RBI to set up five-member panel on NUE licences. From bikes to durables, young, first-time borrowers are driving up India's personal loan market. India aims to open finance to millions with user-data system. PMC bank fraud: Enforcement Directorate attaches HDIL group's shares worth Rs 233 crore. Karvy Stock Broking Case: CFO, COO arrested. Banks approach RBI to raise limit for raising AT1 offshore. ",2021-09-02
231,"Prosus deal adds to our heft and gives us necessary growth capital, says BillDesk cofounder. Banks will be closed on these days in September: Get the full list here. Link UAN with Aadhaar before August 31 to ensure EPF amount can be credited to your account. Top-level exits: AU SFB says ""nothing to hide"" on transparency, disclosure issues. Recent exits coincidental, it's an unnecessary controversy: Sanjay Agarwal, AU Small Finance Bank. Non-bank lenders eye electric vehicle financing to grow business. Paytm to transfer online payments biz to subsidiary. RBI imposes penalty on Axis Bank. ",2021-09-01
232,"Bank of India announces closure of QIP issue; raises Rs 2,550 cr. Smaller players borrow more than large corporates this year, but private banks lend at faster pace. RBI role as full-service central bank helped keep financial system stable: Shaktikanta Das. Punjab National Bank waives service charge, processing fee on retail products. Crypto gains currency again as banks ease curbs on purchases. Lenders force small and medium-sized micro-financiers to park fixed deposits with them. ",2021-08-31
233,"MNC banks reach out to RBI:'Data storage rule may undercut Anti-Money Laundering’. View: Google's push into Indian retail banking is a threat to traditional lenders. Bank of India executive director P R Rajagopal's tenure extended by two years. Former SBI chairman Rajnish Kumar joins HSBC board in Asia. Government extends the tenure of Canara Bank, Bank of India executive directors by two years. Bank of Baroda ED SL Jain appointed as Indian Bank MD & CEO. Tally Solutions seeks small finance banking license. Coronavirus stress evident in financial sector as stressed loans jump. RBI issues direction on compensation of private banks' top officials. Depositors of stressed banks to get up to Rs five lakh back from November 30. Shriram City Union Finance looks to disburse up to Rs 23,000 crore in FY22. Former Reliance Capital CEO Sam Ghosh plans to set up a small finance bank. ",2021-08-30
