,Headlines,Date,Sentiment
647,"Fresh look at regulation and supervision of NBFCs needed, says RBI chief. ",2019-06-09,[[9.9999821e-01 4.6283137e-07 1.3397338e-06]]
648,"One day to one month for NPA tag: RBI eases norms for debt resolution. SBI cuts cash credit, overdraft rates by 25 bps; set for repo linked home loans. J-K Bank Chairman Parvez Ahmad removed; R K Chibber appointed interim chief. ",2019-06-08,[[9.9796569e-01 1.9947267e-03 3.9663591e-05]]
649,"Charges on RTGS, NEFT fund transfers dropped. To spur growth, RBI cuts interest rate, stance now accommodative. IT firms likely to face volatility in banking, financial services space: Report. RBI issues new NPA recognition norms. ",2019-06-07,[[3.1774459e-04 2.1938774e-06 9.9968004e-01]]
650,"RBI cuts repo rate by 25 bps to 5.75%, changes monetary policy stance to ‘accomodative’. ",2019-06-06,[[9.9881518e-01 4.7535944e-04 7.0956774e-04]]
651,FY20: SBI sets 10-12 per cent credit growth. ,2019-06-05,[[9.8855525e-01 1.1440684e-02 4.1632625e-06]]
652,Banking Stress: IBC amendments to usher in crossborder insolvency resolution. ,2019-06-04,[[9.8757869e-01 3.4706650e-04 1.2074205e-02]]
653,RBI may cut interest rate by at least 25 bps on June 6: Experts. ,2019-06-02,[[9.9995661e-01 4.4958642e-06 3.8838451e-05]]
654,"Drop in bad loan provisions trims IDBI Bank Q4 loss to Rs 4,918 crore. ",2019-05-31,[[1.2579876e-04 3.7734988e-04 9.9949682e-01]]
655,"PNB Q4 loss at Rs 4,750 crore; asset quality improves as NPA declines. Sebi seeks bond default disclosure, spares bank loans. RBI sets up task force on secondary market development in corporate loans. ",2019-05-29,[[4.0983181e-02 9.5893937e-01 7.7429504e-05]]
656,"RBI to align NBFCs’ norms with banks, stop liquidity disruptions. Provide names of big loan defaulters: CIC to RBI. ",2019-05-27,[[9.9971765e-01 2.3240937e-04 4.9946681e-05]]
657,Bank of Baroda Q4 loss at Rs 991 crore. As provisions swell: IndusInd Bank Q4 net dips 62 per cent. ,2019-05-23,[[6.5260485e-04 4.5506164e-05 9.9930191e-01]]
658,Reserve Bank set to create a specialised supervisory cadre. ,2019-05-22,[[9.9998760e-01 2.0483626e-06 1.0367197e-05]]
659,HSBC plans more China tech jobs in push for market share. ,2019-05-21,[[9.9474758e-01 5.1126699e-03 1.3968647e-04]]
660,"Bank credit to infrastructure expands by 18.5%, highest since March 2013. Easing NBFCs’ liquidity woes imperative for upcoming govt. ",2019-05-20,[[0.01929422 0.87074435 0.10996149]]
661,RBI aims for 34% rise in PoS terminals in next 2 years. ,2019-05-19,[[1.1902267e-04 9.9988091e-01 2.2459457e-08]]
662,Investors stunned as two China companies say $6.1 bn is missing. ,2019-05-17,[[1.2414725e-04 3.4756908e-06 9.9987233e-01]]
663,Reserve Bank proposes 24×7 NEFT money transfer. ,2019-05-16,[[9.9999547e-01 3.8124867e-06 6.6941834e-07]]
664,"HDFC profit rises 27% in Q4. J&K Bank declares uniform cutoff for whole state after protests. Bitcoin holds above $7,000 after hitting 9-month high. ",2019-05-14,[[2.0038625e-04 9.9964690e-01 1.5264862e-04]]
665,"Bank deposits growing, not slowing: RBI report. ",2019-05-13,[[6.5254319e-01 3.4723291e-01 2.2388897e-04]]
666,"SBI net at Rs 838 cr; ‘shadow of the past’ won’t affect: SBI Chairman Rajnish Kumar. Allahabad Bank Q4 net loss widens to Rs 3,834 cr. ",2019-05-11,[[0.7016395  0.00536882 0.29299167]]
667,"Indian Overseas Bank Q4 net loss narrows 45 per cent to Rs 1,985.16 crore. SBI reports net profit of Rs 838 crores in March 2019 quarter; trims bad loan ratio. ",2019-05-10,[[9.9057055e-01 4.8098908e-04 8.9485291e-03]]
668,HDFC puts Jet Airways BKC office on the block. ,2019-05-09,[[9.9999869e-01 4.2513514e-07 8.4175718e-07]]
669,"Ruchi Soya Resolution: DBS to move NCLT against Patanjali’s Rs 4,350-crore plan. ",2019-05-08,[[9.9989784e-01 9.9708341e-06 9.2085997e-05]]
670,ICICI Bank standalone profit down 5 per cent. ,2019-05-07,[[3.7136688e-05 9.7616590e-05 9.9986517e-01]]
671,"Wilful defaults surge by Rs 121,700 crore in 5 years. Bandhan Bank net up 67.8% to Rs 651 crore on doubling of fee income. Whole life term insurance vs regular term life insurance: How to choose between them. RBI dismisses reports of shifting gold holding outside India in 2014, calls it ‘factually incorrect’. ",2019-05-03,[[0.99213046 0.00464923 0.00322024]]
672,Education loans fall 2.5% even as gross bank credit rises 12.3%. Exclusive: Probe records show Chanda Kochhar ‘misled’ RBI on giving loan to Essar firm. ,2019-05-02,[[0.90818936 0.00140916 0.09040146]]
673,Kotak Mahindra Bank Q4 net up 25%. SBI savings account holders with over Rs 1 lakh balance to get lower interest from today. ICICI-Videocon case: Chanda & Deepak Kochhar seek more time from Enforcement Directorate. ,2019-05-01,[[0.9927741  0.0050261  0.00219975]]
674,YES Bank shares sinks after bad loans drive lender to surprise loss. ,2019-04-30,[[1.2359882e-06 1.0371092e-05 9.9998844e-01]]
675,RBI extends NBFC Ombudsman scheme. SC warns RBI: Can’t deny info on bank audits under RTI. RBI to soon issue new ‘greenish yellow’ coloured Rs 20 note. ,2019-04-27,[[9.9980253e-01 3.1315059e-05 1.6617741e-04]]
676,"Axis Bank posts Rs 1,505 crore net in Q4. ",2019-04-26,[[9.9999189e-01 7.9705990e-07 7.2960324e-06]]
677,"RBI: 50 per cent rise in ATM, debit cards complaints. ",2019-04-25,[[1.0994941e-01 8.9003074e-01 1.9867053e-05]]
678,"State Bank issues Electoral Bonds worth Rs 2,772 crore. SBI to recruit 8,904 junior staff; BoB, IDBI Bank too on a lookout. ",2019-04-23,[[9.9998927e-01 2.1902271e-07 1.0442081e-05]]
679,"Banks, other lenders woo IT talent with fat pay packages as focus on digital increases. The health insurance plan provided by your office may not be enough. ",2019-04-22,[[6.4606845e-01 3.1854248e-05 3.5389975e-01]]
680,"Deposits in Jan Dhan accounts inching towards Rs 1 lakh crore mark, suggests govt data. ",2019-04-21,[[9.9999321e-01 1.9684749e-06 4.8189736e-06]]
681,Central Bank to sell NPAs worth Rs 251 crore. BBB identifies  75 bankers for top roles in PSBs. ,2019-04-20,[[9.9999905e-01 1.9353554e-07 7.5176609e-07]]
682,How NRIs can buy a life insurance plan in India. ,2019-04-16,[[9.9991703e-01 7.6286888e-05 6.6631983e-06]]
683,"Despite SC order on RBI circular, bad loan resolution under IBC to continue. ",2019-04-15,[[0.83645874 0.00093226 0.16260904]]
684,"Bad loans: 80% of write offs in decade came in last five years. Large banks more efficient, scope for more mergers in the sector: RBI study. To end the glut of coins, govt mulls privatisation of distribution, exports. ",2019-04-14,[[0.8954842  0.10290607 0.00160972]]
685,"Bank credit grows by 13.24%, deposits up 10.03% in FY19. ",2019-04-12,[[7.7661207e-07 9.9999917e-01 9.3950114e-10]]
686,"How is Google payments app functioning without approval: Delhi HC asks RBI. BBB proposes more freedom to PSU banks, incentives for staff. IDBI Bank to hire around 950, months after LIC takeover. India needs to bolster level of capitalisation of government-owned banks: IMF. ",2019-04-11,[[9.89714563e-01 1.01807090e-02 1.04635415e-04]]
687,State Bank of India cuts MCLR by 5 bps. ,2019-04-10,[[0.9821269  0.00543437 0.0124388 ]]
688,"ELSS, NPS, insurance: Returns and risks of different tax saving options. Some smart strategies to kickstart the new financial year. ",2019-04-08,[[1.4359335e-03 9.9856085e-01 3.1868758e-06]]
689,"SC ruling: Will come out with a revised circular on bad loan resolution, says Shaktikanta Das. ",2019-04-05,[[9.9992764e-01 1.0514322e-05 6.1887331e-05]]
690,SC order on NPAs: Shaktikanta Das says RBI to issue new guidelines soon. ,2019-04-04,[[9.9996018e-01 1.4398978e-05 2.5346588e-05]]
691,Arun Jaitley: I am sure RBI will decide in present market conditions what is to be done. Analysts divided over Supreme Court order on NPA resolution. ,2019-04-03,[[9.9998689e-01 2.1443705e-06 1.0939726e-05]]
692,"April 2019 calendar: Festivals, public holidays, bank holidays. Aspire to have 10% market share, says BoB MD-CEO after merger. ICICI Bank cuts MCLR by 5 bps across tenors. After merger, Bank of Baroda accounts for 23% of bad loans in Gujarat. Bitcoin soars 20% to highest level in 5 months thanks to major order by mystery buyer. ",2019-04-02,[[9.3553761e-05 9.9990594e-01 4.3359617e-07]]
693,Bank of Baroda merges with Dena Bank and Vijaya Bank to become second largest PSU bank. ,2019-04-01,[[9.9996364e-01 2.9240249e-05 7.1901372e-06]]
694,"Raising funds tough for lower-rated firms as credit costs increase sharply. RBI may go for 25 basis points rate cut on April 4. Vijaya, Dena Bank to become BoB from April 1. ",2019-03-31,[[0.90053606 0.00179355 0.0976704 ]]
695,"Five PSBs receive shareholders’ nod for capital infusion of Rs 21,428 crore. HDFC Bank opposes plea of banks’ consortium to liquidate Vijay Mallya’s assets. ",2019-03-29,[[9.9787235e-01 1.0050092e-06 2.1266716e-03]]
696,"Bank credit growth at 14.4%, deposits 10%. ",2019-03-28,[[1.6709918e-03 9.9832839e-01 5.7121127e-07]]
697,"FE CFO Awards: High time banks got back to lending, says Deepak Parekh. Public sector banks dip into employees’ pockets for capital. Former MD among 11 top PNB officials summoned by court. Bankers should get back to lending, bonafide transactions shouldn’t be punished: Deepak Parekh. ",2019-03-27,[[9.9582952e-01 8.0008824e-05 4.0904749e-03]]
698,RBI slaps Rs 2 crore penalty on Punjab National Bank for violating SWIFT norms. ,2019-03-26,[[5.9246451e-01 4.4906428e-04 4.0708646e-01]]
699,Markets expect RBI to continue bond buying to support heavy borrowing. ,2019-03-24,[[9.9770194e-01 2.5762041e-04 2.0404414e-03]]
700,More than 25 per cent of loans of six banks in Gujarat are NPA: Bankers’ report. ,2019-03-20,[[9.9999630e-01 1.2379769e-07 3.5447429e-06]]
701,"SBI board may extend raising of Rs 20,000 crore to Mar 31, 2020. ",2019-03-19,[[9.9999857e-01 6.0961884e-07 7.8366759e-07]]
702,$5 billion currency swap window will push down rates on high rupee liquidity. Four last-minute tax saving mistakes you should avoid making. ,2019-03-18,[[5.2061165e-04 1.0624595e-03 9.9841690e-01]]
703,RBI: No dilution on February 12 circular over stressed assets. ,2019-03-17,[[9.9995744e-01 2.0472651e-05 2.2063523e-05]]
704,SBI launches cardless cash withdrawal at ATMs. ,2019-03-16,[[9.9996662e-01 3.1137577e-05 2.3187408e-06]]
705,RBI categorises IDBI Bank as ‘private sector lender’. ,2019-03-15,[[9.9999511e-01 2.0271605e-06 2.8746495e-06]]
706,IDBI Bank cuts MCLR by 5 bps. Mudra bad loans: Value low but surge this year. ,2019-03-13,[[0.00143356 0.86556995 0.13299647]]
707,IDBI Bank mulls proposal to extend tenure of current MD-CEO by three years. ,2019-03-11,[[9.9984264e-01 1.4372106e-04 1.3537838e-05]]
708,"SBI links savings bank deposits, short-term loans to Repo rate. ",2019-03-09,[[9.9999881e-01 5.8105877e-07 6.0488986e-07]]
709,HDFC Bank cuts MCLRs by 5 basis points. Economic Affairs Secretary Subhash Chandra Garg is now Finance Secretary. ,2019-03-08,[[9.9986553e-01 7.3731991e-07 1.3367651e-04]]
710,Airfares rise by up to 40 per cent as February sees 150-200 daily cancellations. ,2019-03-06,[[4.3863716e-04 9.9951971e-01 4.1724390e-05]]
711,DBS Bank announces launch of wholly-owned subsidiary for India. RBI slaps Rs 1 crore fine on Yes Bank for non-compliance in Swift operation. ,2019-03-05,[[9.8355788e-01 1.6413234e-02 2.8852335e-05]]
712,ICICI bank-Videocon case: ED questions Kochhars and Dhoot. Central Bank puts NPAs on the block. ,2019-03-03,[[9.99885321e-01 1.74914121e-07 1.14604605e-04]]
713,"Banks, FIs acquiring companies to be exempted from open offer requirements. ",2019-03-02,[[9.9787927e-01 5.2145799e-04 1.5992819e-03]]
714,‘Stronger banks: Following amalgamation policy for PSBs’. ,2019-03-01,[[9.9732190e-01 2.5829696e-03 9.5152493e-05]]
715,"Bank of Baroda puts NPAs worth Rs 6,000 crore on sale. Allahabad Bank to cut MCLR by 10 basis points. Link your PAN with bank for refunds: I-T to taxpayers. ",2019-02-28,[[9.9995959e-01 1.3050787e-06 3.9103074e-05]]
716,"Another three govt banks to be out of PCA soon. Allahabad Bank, Corporation Bank, Dhanlaxmi out of PCA framework. Reserve Bank proposes 50 per cent of private bank heads’ pay as variable. ",2019-02-27,[[9.9999928e-01 3.8736214e-08 6.6120180e-07]]
717,"E-wallet: KYC compliance deadline extended by six months. SEBI says Anand Rathi arm, Geofin Comtrade not ‘fit’ to be commodity derivatives brokers. ",2019-02-26,[[9.9992120e-01 1.5156981e-05 6.3596439e-05]]
718,Six crucial investment tips to stay ahead when there’s turmoil in the markets. ,2019-02-25,[[0.67882824 0.00220454 0.3189671 ]]
719,Banning Unregulated Deposit Schemes: Ordinance to help create central repository of registered entities. ‘Standstill period’ offered to promoters under regulatory lens. ,2019-02-23,[[9.9883658e-01 2.6002352e-04 9.0344512e-04]]
720,Will look into possibilities of cutting rates: Bankers to Shaktikanta Das. RBI MPC minutes reveal differences on inflation outlook. ,2019-02-22,[[9.9999583e-01 5.2505794e-07 3.7307627e-06]]
721,"Government to inject Rs 48,239 crore in 12 public sector banks in FY19. Public sector banks zoom up to 19% on fund infusion plan. ",2019-02-21,[[9.9999654e-01 9.0241133e-07 2.4739031e-06]]
722,"Canara Bank invites merchant bankers for $350-500 million MTN issue. Govt announces Rs 48,239 crore recapitalisation plan for 12 public sector banks. ",2019-02-20,[[9.8110527e-01 1.8877918e-02 1.6889937e-05]]
723,"Will meet bank chiefs on rate cut, says RBI Governor Shaktikanta Das. ",2019-02-19,[[9.9996817e-01 1.7869854e-05 1.3901060e-05]]
724,"Will meet bank heads on Feb 21 on transmission of rate cuts, says RBI Guv. ",2019-02-18,[[9.9999213e-01 9.6027429e-07 6.9292623e-06]]
725,Arun Jaitley to address RBI board on Monday. ,2019-02-17,[[9.999713e-01 4.045515e-07 2.832730e-05]]
726,Yes Bank shares jump over 30 per cent. ,2019-02-15,[[8.7085986e-01 1.2871329e-01 4.2692033e-04]]
727,RBI imposes penalty on 7 banks. ,2019-02-13,[[9.1661996e-01 4.6516136e-05 8.3333530e-02]]
728,Reinvest past investments to paying parents rent: Lesser known ways to save income tax. ,2019-02-12,[[8.1368703e-01 1.8602572e-01 2.8721569e-04]]
729,"Cabinet clears amendments to Banning of Unregulated Deposit Schemes Bill. Crisil: ‘To fuel credit growth, banks need Rs 20 lakh crore in deposits in FY19, FY20’. Fraud Office probe: IL&FS trust took HDFC loan to buy shares from HDFC. RBI slashes interest rates by 25 bps, home, personal loans likely to come down. Just 23 crore PAN cards linked with Aadhaar ahead of March 31 deadline. ",2019-02-07,[[0.9368486  0.0015969  0.06155451]]
730,"PNB net up 7.12% on higher recoveries, lower provisioning. ED says no objection to banks’ request to liquidate Mallya assets. ",2019-02-06,[[0.7480589  0.24920478 0.00273631]]
731,"IDBI Bank two quarter losses wipe off 65% of investment by LIC. PNB posts surprise quarterly profit, net rises 7.12% to Rs 246.51 crore in Q3. ",2019-02-05,[[3.259474e-08 9.999999e-01 1.295551e-07]]
732,"RBI takes three banks out of the PCA framework. Now husband’s turn, SEBI finalises report on Dhoot-Kochhar. ",2019-02-01,[[9.9999261e-01 2.5245723e-07 7.1622931e-06]]
733,"Banks file over 2,800 suits to recover Rs 1 lakh crore in a year. ICICI Bank Q3 net profit drops 2.7 per cent. ICICI Bank fires boss: hurt and shocked, credit decisions not unilateral, says Chanda Kochhar. Chanda Kochhar to lose Rs 9.82-crore bonus, Rs 221 crore in stock options. ",2019-01-31,[[9.1246475e-04 1.7376216e-03 9.9734986e-01]]
734,"Axis Bank Q3 net jumps to Rs 1,681 crore. HDFC net profit declines 60 per cent YoY to Rs 2,114 crore. Yes Bank: Both promoter groups agree to have one member each on board. ",2019-01-30,[[0.17902298 0.00201338 0.8189636 ]]
735,"Bank of India net loss soars to Rs 4,738 crore in October-December quarter. ",2019-01-29,[[0.84177977 0.14920092 0.0090193 ]]
736,"RBI Governor meets PSU banks’ CEOs, conveys regulator’s expectations. ",2019-01-28,[[9.9999762e-01 1.5323667e-06 7.8636424e-07]]
737,"Red flags relevant but why silence in our case, ask govt bank officers. ",2019-01-27,[[9.9789280e-01 1.6607746e-04 1.9411220e-03]]
738,‘IDBI Bank will remain promoter of IDBI Federal Life Insurance’. ,2019-01-25,[[9.9988985e-01 5.8285630e-05 5.1845604e-05]]
739,Water risks likely to aggravate banks’ bad loan crisis: WWF. ,2019-01-24,[[1.05858846e-04 4.48514811e-06 9.99889612e-01]]
740,RBI wants more players to promote payment platforms. ICRA downgrades six debt schemes. ,2019-01-23,[[9.9993050e-01 1.9814044e-05 4.9649967e-05]]
741,Life Insurance Corporation becomes IDBI Bank promoter. ,2019-01-22,[[9.9975890e-01 2.0188230e-04 3.9213446e-05]]
742,Fund infusion to Exim Bank comes amid deteriorating assets quality. Shares of HDFC Bank jump nearly 3 pc post Q3 results. ,2019-01-21,[[2.3152032e-05 1.6802769e-02 9.8317403e-01]]
743,SC to hear appeal against LIC’s acquisition of 51% stake in IDBI. ,2019-01-19,[[0.9749204  0.00216938 0.02291026]]
744,Here are the smartest teens nominated for YONO SBI Under 20 award. ,2019-01-18,[[9.9998784e-01 6.0973239e-06 6.0430693e-06]]
745,"Bids invited from banks, ARCs & NBFCs: State Bank of India to sell Essar Steel assets worth Rs 15,341 crore. RBI rationalises framework for external commercial borrowings. Infusion of Rs 6,000 crore in Exim Bank approved. Founder of financial giant Vanguard that has assets worth $4.9 trillion dies at 89. ",2019-01-17,[[9.9998093e-01 1.3306705e-05 5.7062753e-06]]
746,"Govt to infuse Rs 6,000 crore in Exim Bank over two years. RBI slaps Rs 1 crore fine on Bank of Maharashtra. ",2019-01-16,[[9.999962e-01 9.903677e-07 2.895997e-06]]
747,"RBI net-seller of dollars in Nov, unwinding $644 million. ",2019-01-13,[[9.9999690e-01 5.8078564e-07 2.5568488e-06]]
748,ADB set to scale up India lending to $4 billion annually. ,2019-01-12,[[9.8000354e-01 1.9991655e-02 4.7810836e-06]]
749,"SBI firms up plans to raise Rs 10,000 crore from market. FE best banks: ‘Don’t allow litigation to kill Insolvency and Bankruptcy Code’s spirit’. NCLAT suggests appointing a former Supreme Court judge for IL&FS asset sales. ",2019-01-11,[[9.9996245e-01 6.5518775e-06 3.1050560e-05]]
750,FE Best Banks awards to be presented today. ,2019-01-10,[[9.9948776e-01 5.1111262e-04 1.0847710e-06]]
751,Nandan Nilekani to head RBI panel on digital payments. ,2019-01-09,[[9.9987197e-01 2.3487478e-06 1.2566427e-04]]
752,Nandan Nilekani to head RBI committee on digital payments. ,2019-01-08,[[9.9996209e-01 3.8941434e-07 3.7535785e-05]]
753,"Hike exemption threshold level under GST regime, suggests ministerial panel. Why you should consider investing in NPS this tax season. ",2019-01-07,[[9.9996853e-01 7.8633357e-06 2.3543293e-05]]
754,"Centre, Reserve Bank working on new system to gather data on NBFCs. Days after issuing circular to clarify stance on taxation of companies, CBDT withdraws it. Crude shocker can be rude shocks for economy: RBI economists. Fast-track hiring to overcome manpower shortage due to retirements: Par panel to PSBs. ",2019-01-06,[[0.85151726 0.00142574 0.14705701]]
755,"‘Rising GDP not enough to counter sharp rise in CAD’. Women’s share in deposits, loans inching up: RBI study. As GST compliance rate takes a hit, Centre scrambles to locate missing taxpayers. GST profiteering: Orders issued against 9 businesses. Bank loans: Industry gets lion’s share at 39.6%, farm sector lags with just 4.3%. ",2019-01-05,[[5.1888764e-01 1.7098218e-04 4.8094147e-01]]
756,"No decision taken on printing of Rs 2,000 note: Govt official clarifies. No case of pension, gratuity fund diversion at PNB: Arun Jaitley. ",2019-01-04,[[9.9996364e-01 2.0179397e-07 3.6163681e-05]]
757,Cabinet clears 3 banks merger; Rs 600-crore subsidy sops get nod. ,2019-01-03,[[9.9999738e-01 6.2499083e-07 2.0128443e-06]]
758,"As sanctions increase, Mudra loan NPAs nearly double during 2017-18. Bank of Baroda’s merger with Dena Bank and Vijaya Bank approved by Cabinet. ",2019-01-02,[[0.89228606 0.10455391 0.00315996]]
759,Non-performing assets stress to decline for first time in 3 years: RBI. ,2019-01-01,[[5.3366495e-04 4.4621029e-03 9.9500424e-01]]
760,"Banks lost Rs 41,167 crore to fraud in 2017-18: RBI. Excess money kept by RBI a raid on the economy: BJP MP. ",2018-12-31,[[9.668587e-01 6.171369e-05 3.307967e-02]]
761,"Amid NPA surge, RBI red flags frontloading of relaxations. Riding on IBC, banks scale up recoveries. ",2018-12-29,[[1.5850119e-04 9.8882842e-01 1.1013019e-02]]
762,Liquidity deficit nearly doubles to Rs 1.49 lakh crore. ,2018-12-27,[[0.3959369  0.5981986  0.00586453]]
763,"Bank strike on Wednesday, services to be affected. ",2018-12-26,[[1.1990536e-02 7.3171027e-06 9.8800218e-01]]
764,"SBI invites bids from banks for Rs 20,000-crore QIP. ",2018-12-25,[[9.9998331e-01 1.5110193e-05 1.5022050e-06]]
765,"Kotak Bank sees corporate loan book swelling by 26 per cent in FY20. Avoid the last-minute rush, here’s how you can do your tax planning early. ",2018-12-24,[[9.9996364e-01 2.3502573e-05 1.2877315e-05]]
766,SBI mop-up from non-maintenance of balance falls in April-September. ,2018-12-22,[[9.9996960e-01 3.6658835e-06 2.6677029e-05]]
767,"After Centre announces capital infusion in banks, it’s over to RBI. To ease their cash crunch, Govt to put in Rs 83,000 crore in public sector banks. ",2018-12-21,[[9.9997163e-01 2.2444517e-06 2.6055830e-05]]
768,Delinquencies in loan against property up 73 bps: Transunion Cibil. Bond yields falling but loan rates could stay high. ,2018-12-20,[[0.00331019 0.79042023 0.2062697 ]]
769,Marrying IBC with settlement schemes an option: Arun Jaitley. ,2018-12-19,[[9.9994838e-01 1.5824739e-05 3.5758861e-05]]
770,Bombay High Court refuses to stay RBI’s December 31 deadline for Kotak Bank stake dilution. ,2018-12-18,[[8.5639715e-01 4.6597546e-04 1.4313692e-01]]
771,This metal used in car engines is now more precious than gold. Delhi HC rejects plea against LIC move to acquire 51 per cent stake in IDBI. ,2018-12-17,[[9.69512701e-01 1.09006374e-04 3.03783193e-02]]
772,RBI Dy Guv proposes public credit registry for micro units. ,2018-12-16,[[9.9999869e-01 3.7233568e-07 9.6357019e-07]]
773,"Reduce number, weight of government mandates for PSBs: Raghuram Rajan. New RBI Governor’s first board meet: governance changes to be discussed. Flagging credit, liquidity issues does not infringe on RBI autonomy: Arun Jaitley. Central banks should be independent but accountable to elected bodies: Helene Rey. Need to cut uncompensated government mandates imposed on PSBs: Raghuram Rajan. ",2018-12-15,[[9.9951148e-01 2.8586751e-04 2.0272337e-04]]
774,RBI Governor Shaktikanta Das takes reality check with PSU bank chiefs. Poor financial health of MSMEs push up NPAs in Gujarat by over 25 per cent. ,2018-12-14,[[4.1375326e-08 1.3043124e-06 9.9999869e-01]]
775,"RBI part and parcel of government, we have not destroyed it: Nitin Gadkari. ",2018-12-13,[[9.9905783e-01 3.3871802e-06 9.3889941e-04]]
776,"After Urjit Patel leaves, NITI Aayog’s Vice Chairman says RBI not dependent on one person. ",2018-12-11,[[9.9999142e-01 5.4400140e-08 8.5768825e-06]]
777,GST annual returns filing: Finance Ministry extends deadline till March 31. ,2018-12-09,[[9.9999583e-01 8.0964742e-07 3.3229717e-06]]
778,"New CEA, cable firm manager to Central secretaries: 43 had applied for RBI Deputy Guv post. ",2018-12-08,[[9.9999893e-01 6.6708012e-08 1.0087726e-06]]
779,No decision by RBI panel on relaxation of PCA. ,2018-12-07,[[9.9996114e-01 1.7531628e-06 3.7086877e-05]]
780,"Monetary policy review: Reserve Bank keeps rates same, cuts inflation forecast. ",2018-12-06,[[9.9982077e-01 2.0355057e-05 1.5884171e-04]]
781,"How to use your Diwali bonus effectively. ‘SBI to cease to be EPFO fund manager from March’. RBI keeps interest rates unchanged, retains GDP growth projection at 7.4%. How to save money while planning a big, fat Indian wedding. ",2018-12-05,[[0.99588144 0.00275463 0.00136399]]
782,"ICICI Bank hikes MCLRs by 10 bps across tenures. RBI to inject Rs 10,000 cr into system through open market operations on Thursday. ",2018-12-04,[[9.9983513e-01 1.6316248e-04 1.6445346e-06]]
783,"RBI panel may resist pressure for CRR cut, repo rate may remain unchanged. ",2018-12-03,[[9.9336433e-01 6.2717590e-04 6.0085906e-03]]
784,RBI likely to keep interest rate unchanged on Dec 5. ,2018-12-02,[[9.999993e-01 6.650008e-08 5.584011e-07]]
785,Bank credit to NBFCs zoom 55.6% in 12 months. ,2018-12-01,[[9.9995756e-01 3.0271931e-06 3.9471823e-05]]
786,RBI makes LEI mandatory for market participants regulated by it. ED arrests former chairman of Pen Bank on charges of embezzlement. ,2018-11-30,[[9.9935764e-01 4.8880197e-06 6.3744775e-04]]
787,SBI raises deposit rates by up to 10 bps. Deutsche Bank offices raided in money laundering probe. ,2018-11-29,[[9.9956840e-01 3.0244110e-04 1.2919102e-04]]
788,"‘Economy robust; to submit views on NPAs in 10 days’. RBI set to inject Rs 40,000 crore into the system in December. ",2018-11-28,[[5.0876385e-01 4.9120137e-01 3.4728506e-05]]
789,RBI eases external commercial borrowing hedging provisions. ,2018-11-27,[[9.85369384e-01 1.44299865e-02 2.00572977e-04]]
790,"Don’t turn J&K Bank into PSU, will protest: Traders body to Malik. ",2018-11-26,[[9.9996948e-01 2.2015590e-07 3.0300209e-05]]
791,"RBI’s governance structures have to be discussed: Economic Affairs Secretary. Satyapal Malik puts J&K Bank in public sector, kicks off autonomy row. Insolvency law help address Rs 3 lakh crore stressed assets in 2 years: Official. ",2018-11-24,[[9.9998832e-01 3.6028027e-06 8.1076905e-06]]
792,"I-T prepares to check if hotels are handing over service charge to their staff. J&K bank brought under purview of RTI, CVC, State Legislature. ",2018-11-23,[[9.9998522e-01 7.6001533e-07 1.4090213e-05]]
793,"After MSME, Govt will flag real-estate sector stress to RBI. Nearly 50% of ATMs may down shutters due to ‘unviability  of operations’. RBI board’s decisions to be positive for economy: Uday Kotak. Now, state bank CEOs can request look-out circulars against wilful defaulters. ",2018-11-22,[[8.3302095e-04 9.9909866e-01 6.8307345e-05]]
794,RBI reserves: Revaluation gain not to be considered. Committee on RBI reserves in a week. PSBs’ second quarter provisions 1.5 times their operating profit. ,2018-11-21,[[9.9991226e-01 4.0349023e-06 8.3731393e-05]]
795,Govt and RBI break the ice as central bank agrees to help ease lending to small business. RBI board to set up panel to examine Economic Capital Framework. YES Bank shares slump 6.5 % after independent director’s resignation. ,2018-11-20,[[3.5049295e-01 5.8273199e-05 6.4944881e-01]]
796,"Credit Linked Subsidy Scheme: HDFC disburses `1,100 crore. RBI board meeting today, govt to push for governance reforms in RBI. SBI users to lose internet banking service if mobile number not registered. Chidambaram: Glad that govt has acknowledged ‘independence’ of RBI. ",2018-11-19,[[9.9782747e-01 1.9438033e-03 2.2877118e-04]]
797,"Government wants to ‘capture’ RBI’s reserves: P Chidambaram. CIC pulls up PMO and RBI, asks to disclose wilful defaulters list, Raghuram Rajan’s letter on bad loans. ‘Day of reckoning’: Amid friction with govt, all eyes now on RBI board meeting tomorrow. ",2018-11-18,[[9.9999475e-01 7.1450779e-07 4.5798570e-06]]
798,RBI board member favours easier rules for weaker banks: S Gurumurthy. RBI data counters RBI claim: Credit to small firms shrinks. ,2018-11-16,[[0.1293742  0.28133437 0.5892914 ]]
799,PSBs continue  to reel under huge losses. ,2018-11-15,[[1.2440726e-05 1.1335742e-03 9.9885392e-01]]
800,"RBI, govt near consensus on norm changes to boost MSME credit. At NCLAT, banks oppose moratorium on IL&FS loans. Sebi tightens disclosure and review norms for rating agencies. ",2018-11-14,[[0.7306809  0.26594174 0.00337739]]
801,"Strong banks needed to boost credit, liquidity, says Arun Jaitley. ",2018-11-12,[[8.3852920e-04 9.9913222e-01 2.9353287e-05]]
